Year,CountyName,Unit,Value,LastReportedDate,
2016,Montgomery, PRODUCTION, MEASURED IN BU,2810000,2019-04-02
2016,Obion, ACRES HARVESTED,77500,2019-04-02
2016,Obion, PRODUCTION, MEASURED IN BU,12500000,2019-04-02
2016,Overton, ACRES HARVESTED,840,2019-04-02
2016,Overton, PRODUCTION, MEASURED IN BU,124000,2019-04-02
2016,Robertson, ACRES HARVESTED,38300,2019-04-02
2016,Robertson, PRODUCTION, MEASURED IN BU,6630000,2019-04-02
2016,Rutherford, ACRES HARVESTED,6000,2019-04-02
2016,Rutherford, PRODUCTION, MEASURED IN BU,900000,2019-04-02
2016,Sequatchie, ACRES HARVESTED,800,2019-04-02
2016,Sequatchie, PRODUCTION, MEASURED IN BU,86000,2019-04-02
2016,Shelby, ACRES HARVESTED,10800,2019-04-02
2016,Shelby, PRODUCTION, MEASURED IN BU,1620000,2019-04-02
2016,Sumner, ACRES HARVESTED,10500,2019-04-02
2016,Sumner, PRODUCTION, MEASURED IN BU,1770000,2019-04-02
2016,Tipton, ACRES HARVESTED,36800,2019-04-02
2016,Tipton, PRODUCTION, MEASURED IN BU,5180000,2019-04-02
2016,Warren, ACRES HARVESTED,8200,2019-04-02
2016,Warren, PRODUCTION, MEASURED IN BU,1330000,2019-04-02
2016,Washington, ACRES HARVESTED,1800,2019-04-02
2016,Washington, PRODUCTION, MEASURED IN BU,210000,2019-04-02
2016,Wayne, ACRES HARVESTED,4000,2019-04-02
2016,Wayne, PRODUCTION, MEASURED IN BU,490000,2019-04-02
2016,Weakley, ACRES HARVESTED,71000,2019-04-02
2016,Weakley, PRODUCTION, MEASURED IN BU,9850000,2019-04-02
2016,White, ACRES HARVESTED,2300,2019-04-02
2016,White, PRODUCTION, MEASURED IN BU,360000,2019-04-02
2016,Wilson, ACRES HARVESTED,1500,2019-04-02
2016,Wilson, PRODUCTION, MEASURED IN BU,220000,2019-04-02

