count,VACC_DATE,DOSE_COUNT,zip
44,01/11/2021,1,37212
37,01/11/2021,2,37212
1,01/11/2021,1,37213
41,01/11/2021,1,37214
35,01/11/2021,2,37214
72,01/11/2021,1,37215
58,01/11/2021,2,37215
38,01/11/2021,1,37216
26,01/11/2021,2,37216
29,01/11/2021,1,37217
8,01/11/2021,2,37217
14,01/11/2021,1,37218
8,01/11/2021,2,37218
3,01/11/2021,1,37219
2,01/11/2021,2,37219
17,01/11/2021,1,37220
9,01/11/2021,2,37220
79,01/11/2021,1,37221
71,01/11/2021,2,37221
6,01/11/2021,1,37228
8,01/12/2021,1,
6,01/12/2021,2,
141,01/12/2021,1,37013
39,01/12/2021,2,37013
64,01/12/2021,1,37072
20,01/12/2021,2,37072
43,01/12/2021,1,37076
31,01/12/2021,2,37076
10,01/12/2021,1,37080
7,01/12/2021,2,37080
39,01/12/2021,1,37115
12,01/12/2021,2,37115
38,01/12/2021,1,37138
15,01/12/2021,2,37138
2,01/12/2021,1,37189
1,01/12/2021,2,37189
4,01/12/2021,1,37201
2,01/12/2021,2,37201
88,01/12/2021,1,37203
78,01/12/2021,2,37203
40,01/12/2021,1,37204
43,01/12/2021,2,37204
90,01/12/2021,1,37205
80,01/12/2021,2,37205
30,01/12/2021,1,37206
40,01/12/2021,2,37206
41,01/12/2021,1,37207
24,01/12/2021,2,37207
99,01/12/2021,1,37208
27,01/12/2021,2,37208
120,01/12/2021,1,37209
97,01/12/2021,2,37209
19,01/12/2021,1,37210
9,01/12/2021,2,37210
124,01/12/2021,1,37211
63,01/12/2021,2,37211
39,01/12/2021,1,37212
49,01/12/2021,2,37212
1,01/12/2021,2,37213
42,01/12/2021,1,37214
25,01/12/2021,2,37214
71,01/12/2021,1,37215
59,01/12/2021,2,37215
33,01/12/2021,1,37216
14,01/12/2021,2,37216
25,01/12/2021,1,37217
18,01/12/2021,2,37217
16,01/12/2021,1,37218
2,01/12/2021,2,37218
2,01/12/2021,1,37219
2,01/12/2021,2,37219
12,01/12/2021,1,37220
16,01/12/2021,2,37220
79,01/12/2021,1,37221
72,01/12/2021,2,37221
10,01/12/2021,1,37228
2,01/12/2021,2,37228
1,01/12/2021,2,37238
7,01/13/2021,1,
1,01/13/2021,2,
59,01/13/2021,1,37013
31,01/13/2021,2,37013
69,01/13/2021,1,37072
18,01/13/2021,2,37072
234,01/13/2021,1,37076
12,01/13/2021,2,37076
2,01/13/2021,1,37080
1,01/13/2021,2,37080
39,01/13/2021,1,37115
6,01/13/2021,2,37115
30,01/13/2021,1,37138
19,01/13/2021,2,37138
4,01/13/2021,1,37189
2,01/13/2021,1,37201
1,01/13/2021,2,37201
41,01/13/2021,1,37203
52,01/13/2021,2,37203
16,01/13/2021,1,37204
21,01/13/2021,2,37204
458,01/13/2021,1,37205
52,01/13/2021,2,37205
29,01/13/2021,1,37206
35,01/13/2021,2,37206
37,01/13/2021,1,37207
25,01/13/2021,2,37207
80,01/13/2021,1,37208
17,01/13/2021,2,37208
86,01/13/2021,1,37209
65,01/13/2021,2,37209
12,01/13/2021,1,37210
12,01/13/2021,2,37210
65,01/13/2021,1,37211
44,01/13/2021,2,37211
19,01/13/2021,1,37212
46,01/13/2021,2,37212
1,01/13/2021,2,37213
30,01/13/2021,1,37214
20,01/13/2021,2,37214
32,01/13/2021,1,37215
48,01/13/2021,2,37215
25,01/13/2021,1,37216
17,01/13/2021,2,37216
25,01/13/2021,1,37217
11,01/13/2021,2,37217
21,01/13/2021,1,37218
11,01/13/2021,2,37218
3,01/13/2021,1,37219
3,01/13/2021,2,37219
6,01/13/2021,1,37220
6,01/13/2021,2,37220
181,01/13/2021,1,37221
76,01/13/2021,2,37221
9,01/13/2021,1,37228
3,01/13/2021,2,37228
1,01/13/2021,1,37238
5,01/14/2021,1,
1,01/14/2021,2,
122,01/14/2021,1,37013
18,01/14/2021,2,37013
41,01/14/2021,1,37072
5,01/14/2021,2,37072
36,01/14/2021,1,37076
15,01/14/2021,2,37076
10,01/14/2021,1,37080
3,01/14/2021,2,37080
20,01/14/2021,1,37115
12,01/14/2021,2,37115
28,01/14/2021,1,37138
16,01/14/2021,2,37138
4,01/14/2021,1,37189
1,01/14/2021,2,37189
4,01/14/2021,1,37201
35,01/14/2021,1,37203
26,01/14/2021,2,37203
25,01/14/2021,1,37204
31,01/14/2021,2,37204
251,01/14/2021,1,37205
42,01/14/2021,2,37205
36,01/14/2021,1,37206
16,01/14/2021,2,37206
48,01/14/2021,1,37207
14,01/14/2021,2,37207
19,01/14/2021,1,37208
14,01/14/2021,2,37208
77,01/14/2021,1,37209
74,01/14/2021,2,37209
12,01/14/2021,1,37210
1,01/14/2021,2,37210
82,01/14/2021,1,37211
40,01/14/2021,2,37211
58,01/14/2021,1,37212
30,01/14/2021,2,37212
36,01/14/2021,1,37214
16,01/14/2021,2,37214
54,01/14/2021,1,37215
31,01/14/2021,2,37215
28,01/14/2021,1,37216
14,01/14/2021,2,37216
23,01/14/2021,1,37217
8,01/14/2021,2,37217
26,01/14/2021,1,37218
1,01/14/2021,2,37218
8,01/14/2021,1,37219
4,01/14/2021,2,37219
8,01/14/2021,1,37220
8,01/14/2021,2,37220
92,01/14/2021,1,37221
62,01/14/2021,2,37221
4,01/14/2021,1,37228
4,01/14/2021,2,37228
46,01/15/2021,1,
5,01/15/2021,2,
159,01/15/2021,1,37013
45,01/15/2021,2,37013
4,01/15/2021,1,37027
32,01/15/2021,1,37072
18,01/15/2021,2,37072
39,01/15/2021,1,37076
21,01/15/2021,2,37076
6,01/15/2021,1,37080
4,01/15/2021,2,37080
30,01/15/2021,1,37115
11,01/15/2021,2,37115
39,01/15/2021,1,37138
9,01/15/2021,2,37138
5,01/15/2021,1,37189
2,01/15/2021,2,37189
3,01/15/2021,2,37201
36,01/15/2021,1,37203
39,01/15/2021,2,37203
23,01/15/2021,1,37204
23,01/15/2021,2,37204
159,01/15/2021,1,37205
129,01/15/2021,2,37205
24,01/15/2021,1,37206
31,01/15/2021,2,37206
38,01/15/2021,1,37207
16,01/15/2021,2,37207
27,01/15/2021,1,37208
16,01/15/2021,2,37208
72,01/15/2021,1,37209
67,01/15/2021,2,37209
13,01/15/2021,1,37210
9,01/15/2021,2,37210
95,01/15/2021,1,37211
44,01/15/2021,2,37211
34,01/15/2021,1,37212
61,01/15/2021,2,37212
40,01/15/2021,1,37214
19,01/15/2021,2,37214
79,01/15/2021,1,37215
62,01/15/2021,2,37215
18,01/15/2021,1,37216
18,01/15/2021,2,37216
38,01/15/2021,1,37217
18,01/15/2021,2,37217
15,01/15/2021,1,37218
15,01/15/2021,2,37218
8,01/15/2021,1,37219
2,01/15/2021,2,37219
14,01/15/2021,1,37220
12,01/15/2021,2,37220
201,01/15/2021,1,37221
72,01/15/2021,2,37221
1,01/15/2021,2,37228
5,01/16/2021,1,
6,01/16/2021,2,
79,01/16/2021,1,37013
32,01/16/2021,2,37013
3,01/16/2021,1,37027
1,01/16/2021,2,37027
31,01/16/2021,1,37072
21,01/16/2021,2,37072
71,01/16/2021,1,37076
33,01/16/2021,2,37076
11,01/16/2021,1,37080
2,01/16/2021,2,37080
28,01/16/2021,1,37115
15,01/16/2021,2,37115
19,01/16/2021,1,37138
25,01/16/2021,2,37138
10,01/16/2021,1,37189
4,01/16/2021,2,37189
1,01/16/2021,1,37201
1,01/16/2021,2,37201
16,01/16/2021,1,37203
32,01/16/2021,2,37203
30,01/16/2021,1,37204
26,01/16/2021,2,37204
181,01/16/2021,1,37205
68,01/16/2021,2,37205
29,01/16/2021,1,37206
37,01/16/2021,2,37206
62,01/16/2021,1,37207
23,01/16/2021,2,37207
30,01/16/2021,1,37208
23,01/16/2021,2,37208
56,01/16/2021,1,37209
66,01/16/2021,2,37209
8,01/16/2021,1,37210
8,01/16/2021,2,37210
60,01/16/2021,1,37211
57,01/16/2021,2,37211
26,01/16/2021,1,37212
41,01/16/2021,2,37212
45,01/16/2021,1,37214
22,01/16/2021,2,37214
139,01/16/2021,1,37215
53,01/16/2021,2,37215
27,01/16/2021,1,37216
21,01/16/2021,2,37216
27,01/16/2021,1,37217
13,01/16/2021,2,37217
85,01/16/2021,1,37218
11,01/16/2021,2,37218
3,01/16/2021,1,37219
2,01/16/2021,2,37219
32,01/16/2021,1,37220
13,01/16/2021,2,37220
131,01/16/2021,1,37221
85,01/16/2021,2,37221
5,01/16/2021,1,37228
2,01/16/2021,2,37228
2,01/17/2021,1,
2,01/17/2021,2,
25,01/17/2021,1,37013
16,01/17/2021,2,37013
16,01/17/2021,1,37072
5,01/17/2021,2,37072
41,01/17/2021,1,37076
18,01/17/2021,2,37076
7,01/17/2021,1,37080
3,01/17/2021,2,37080
13,01/17/2021,1,37115
6,01/17/2021,2,37115
21,01/17/2021,1,37138
5,01/17/2021,2,37138
2,01/17/2021,1,37189
1,01/17/2021,2,37189
2,01/17/2021,1,37201
2,01/17/2021,2,37201
10,01/17/2021,1,37203
29,01/17/2021,2,37203
14,01/17/2021,1,37204
19,01/17/2021,2,37204
111,01/17/2021,1,37205
40,01/17/2021,2,37205
10,01/17/2021,1,37206
14,01/17/2021,2,37206
9,01/17/2021,1,37207
10,01/17/2021,2,37207
10,01/17/2021,1,37208
17,01/17/2021,2,37208
32,01/17/2021,1,37209
48,01/17/2021,2,37209
6,01/17/2021,1,37210
10,01/17/2021,2,37210
48,01/17/2021,1,37211
34,01/17/2021,2,37211
12,01/17/2021,1,37212
24,01/17/2021,2,37212
37,01/17/2021,1,37214
23,01/17/2021,2,37214
116,01/17/2021,1,37215
33,01/17/2021,2,37215
16,01/17/2021,1,37216
11,01/17/2021,2,37216
9,01/17/2021,1,37217
5,01/17/2021,2,37217
9,01/17/2021,1,37218
2,01/17/2021,2,37218
1,01/17/2021,1,37219
1,01/17/2021,2,37219
15,01/17/2021,1,37220
3,01/17/2021,2,37220
91,01/17/2021,1,37221
69,01/17/2021,2,37221
1,01/17/2021,2,37228
25,01/18/2021,1,
3,01/18/2021,2,
80,01/18/2021,1,37013
112,01/18/2021,2,37013
3,01/18/2021,1,37027
53,01/18/2021,1,37072
66,01/18/2021,2,37072
32,01/18/2021,1,37076
61,01/18/2021,2,37076
7,01/18/2021,1,37080
14,01/18/2021,2,37080
35,01/18/2021,1,37115
53,01/18/2021,2,37115
27,01/18/2021,1,37138
31,01/18/2021,2,37138
7,01/18/2021,1,37189
13,01/18/2021,2,37189
3,01/18/2021,1,37201
2,01/18/2021,2,37201
15,01/18/2021,1,37203
62,01/18/2021,2,37203
18,01/18/2021,1,37204
37,01/18/2021,2,37204
51,01/18/2021,1,37205
89,01/18/2021,2,37205
22,01/18/2021,1,37206
36,01/18/2021,2,37206
34,01/18/2021,1,37207
54,01/18/2021,2,37207
26,01/18/2021,1,37208
28,01/18/2021,2,37208
32,01/18/2021,1,37209
110,01/18/2021,2,37209
3,01/18/2021,1,37210
16,01/18/2021,2,37210
66,01/18/2021,1,37211
85,01/18/2021,2,37211
18,01/18/2021,1,37212
36,01/18/2021,2,37212
1,01/18/2021,1,37213
1,01/18/2021,2,37213
29,01/18/2021,1,37214
49,01/18/2021,2,37214
67,01/18/2021,1,37215
36,01/18/2021,2,37215
16,01/18/2021,1,37216
20,01/18/2021,2,37216
22,01/18/2021,1,37217
29,01/18/2021,2,37217
19,01/18/2021,1,37218
23,01/18/2021,2,37218
5,01/18/2021,2,37219
12,01/18/2021,1,37220
15,01/18/2021,2,37220
89,01/18/2021,1,37221
133,01/18/2021,2,37221
3,01/18/2021,1,37228
5,01/18/2021,2,37228
29,01/19/2021,1,
9,01/19/2021,2,
126,01/19/2021,1,37013
102,01/19/2021,2,37013
1,01/19/2021,1,37027
1,01/19/2021,1,37069
33,01/19/2021,1,37072
84,01/19/2021,2,37072
39,01/19/2021,1,37076
80,01/19/2021,2,37076
8,01/19/2021,1,37080
22,01/19/2021,2,37080
65,01/19/2021,1,37115
52,01/19/2021,2,37115
30,01/19/2021,1,37138
51,01/19/2021,2,37138
7,01/19/2021,1,37189
6,01/19/2021,2,37189
1,01/19/2021,1,37201
1,01/19/2021,2,37201
15,01/19/2021,1,37203
90,01/19/2021,2,37203
12,01/19/2021,1,37204
42,01/19/2021,2,37204
58,01/19/2021,1,37205
102,01/19/2021,2,37205
15,01/19/2021,1,37206
46,01/19/2021,2,37206
43,01/19/2021,1,37207
63,01/19/2021,2,37207
23,01/19/2021,1,37208
46,01/19/2021,2,37208
26,01/19/2021,1,37209
144,01/19/2021,2,37209
14,01/19/2021,1,37210
13,01/19/2021,2,37210
71,01/19/2021,1,37211
114,01/19/2021,2,37211
17,01/19/2021,1,37212
50,01/19/2021,2,37212
2,01/19/2021,2,37213
34,01/19/2021,1,37214
59,01/19/2021,2,37214
59,01/19/2021,1,37215
41,01/19/2021,2,37215
14,01/19/2021,1,37216
35,01/19/2021,2,37216
22,01/19/2021,1,37217
45,01/19/2021,2,37217
12,01/19/2021,1,37218
20,01/19/2021,2,37218
2,01/19/2021,2,37219
23,01/19/2021,1,37220
22,01/19/2021,2,37220
60,01/19/2021,1,37221
147,01/19/2021,2,37221
1,01/19/2021,1,37228
9,01/19/2021,2,37228
31,01/20/2021,1,
11,01/20/2021,2,
57,01/20/2021,1,37013
95,01/20/2021,2,37013
3,01/20/2021,1,37027
1,01/20/2021,2,37027
47,01/20/2021,1,37072
85,01/20/2021,2,37072
53,01/20/2021,1,37076
72,01/20/2021,2,37076
11,01/20/2021,1,37080
12,01/20/2021,2,37080
60,01/20/2021,1,37115
33,01/20/2021,2,37115
67,01/20/2021,1,37138
53,01/20/2021,2,37138
1,01/20/2021,1,37189
7,01/20/2021,2,37189
5,01/20/2021,2,37201
17,01/20/2021,1,37203
58,01/20/2021,2,37203
18,01/20/2021,1,37204
43,01/20/2021,2,37204
55,01/20/2021,1,37205
96,01/20/2021,2,37205
21,01/20/2021,1,37206
62,01/20/2021,2,37206
36,01/20/2021,1,37207
56,01/20/2021,2,37207
14,01/20/2021,1,37208
46,01/20/2021,2,37208
35,01/20/2021,1,37209
123,01/20/2021,2,37209
13,01/20/2021,1,37210
19,01/20/2021,2,37210
54,01/20/2021,1,37211
99,01/20/2021,2,37211
29,01/20/2021,1,37212
66,01/20/2021,2,37212
37,01/20/2021,1,37214
64,01/20/2021,2,37214
58,01/20/2021,1,37215
72,01/20/2021,2,37215
15,01/20/2021,1,37216
44,01/20/2021,2,37216
20,01/20/2021,1,37217
28,01/20/2021,2,37217
8,01/20/2021,1,37218
14,01/20/2021,2,37218
2,01/20/2021,1,37219
6,01/20/2021,2,37219
15,01/20/2021,1,37220
16,01/20/2021,2,37220
198,01/20/2021,1,37221
167,01/20/2021,2,37221
1,01/20/2021,1,37228
4,01/20/2021,2,37228
33,01/21/2021,1,
5,01/21/2021,2,
31,01/21/2021,1,37013
55,01/21/2021,2,37013
1,01/21/2021,1,37069
70,01/21/2021,1,37072
38,01/21/2021,2,37072
59,01/21/2021,1,37076
49,01/21/2021,2,37076
15,01/21/2021,1,37080
2,01/21/2021,2,37080
120,01/21/2021,1,37115
27,01/21/2021,2,37115
15,01/21/2021,1,37138
35,01/21/2021,2,37138
4,01/21/2021,1,37189
6,01/21/2021,2,37189
1,01/21/2021,1,37201
1,01/21/2021,2,37201
14,01/21/2021,1,37203
51,01/21/2021,2,37203
18,01/21/2021,1,37204
38,01/21/2021,2,37204
60,01/21/2021,1,37205
55,01/21/2021,2,37205
29,01/21/2021,1,37206
45,01/21/2021,2,37206
33,01/21/2021,1,37207
39,01/21/2021,2,37207
6,01/21/2021,1,37208
25,01/21/2021,2,37208
30,01/21/2021,1,37209
98,01/21/2021,2,37209
5,01/21/2021,1,37210
9,01/21/2021,2,37210
48,01/21/2021,1,37211
79,01/21/2021,2,37211
24,01/21/2021,1,37212
52,01/21/2021,2,37212
15,01/21/2021,1,37214
24,01/21/2021,2,37214
100,01/21/2021,1,37215
50,01/21/2021,2,37215
19,01/21/2021,1,37216
36,01/21/2021,2,37216
22,01/21/2021,1,37217
24,01/21/2021,2,37217
11,01/21/2021,1,37218
8,01/21/2021,2,37218
1,01/21/2021,1,37219
4,01/21/2021,2,37219
12,01/21/2021,1,37220
11,01/21/2021,2,37220
182,01/21/2021,1,37221
86,01/21/2021,2,37221
2,01/21/2021,1,37228
3,01/21/2021,2,37228
41,01/22/2021,1,
3,01/22/2021,2,
63,01/22/2021,1,37013
46,01/22/2021,2,37013
1,01/22/2021,1,37027
2,01/22/2021,2,37027
29,01/22/2021,1,37072
29,01/22/2021,2,37072
52,01/22/2021,1,37076
35,01/22/2021,2,37076
12,01/22/2021,1,37080
9,01/22/2021,2,37080
105,01/22/2021,1,37115
30,01/22/2021,2,37115
36,01/22/2021,1,37138
33,01/22/2021,2,37138
1,01/22/2021,1,37189
1,01/22/2021,2,37189
1,01/22/2021,1,37201
3,01/22/2021,2,37201
10,01/22/2021,1,37203
23,01/22/2021,2,37203
27,01/22/2021,1,37204
30,01/22/2021,2,37204
138,01/22/2021,1,37205
103,01/22/2021,2,37205
23,01/22/2021,1,37206
44,01/22/2021,2,37206
18,01/22/2021,1,37207
32,01/22/2021,2,37207
48,01/22/2021,1,37208
13,01/22/2021,2,37208
50,01/22/2021,1,37209
49,01/22/2021,2,37209
12,01/22/2021,1,37210
21,01/22/2021,2,37210
62,01/22/2021,1,37211
59,01/22/2021,2,37211
29,01/22/2021,1,37212
22,01/22/2021,2,37212
72,01/22/2021,1,37214
28,01/22/2021,2,37214
244,01/22/2021,1,37215
49,01/22/2021,2,37215
26,01/22/2021,1,37216
29,01/22/2021,2,37216
22,01/22/2021,1,37217
15,01/22/2021,2,37217
19,01/22/2021,1,37218
12,01/22/2021,2,37218
1,01/22/2021,2,37219
19,01/22/2021,1,37220
18,01/22/2021,2,37220
99,01/22/2021,1,37221
68,01/22/2021,2,37221
7,01/22/2021,1,37228
14,01/22/2021,2,37228
17,01/23/2021,1,
5,01/23/2021,2,
120,01/23/2021,1,37013
44,01/23/2021,2,37013
2,01/23/2021,1,37027
1,01/23/2021,2,37027
39,01/23/2021,1,37072
11,01/23/2021,2,37072
96,01/23/2021,1,37076
29,01/23/2021,2,37076
8,01/23/2021,1,37080
4,01/23/2021,2,37080
83,01/23/2021,1,37115
17,01/23/2021,2,37115
45,01/23/2021,1,37138
15,01/23/2021,2,37138
14,01/23/2021,1,37189
1,01/23/2021,2,37189
4,01/23/2021,1,37201
2,01/23/2021,2,37201
25,01/23/2021,1,37203
66,01/23/2021,2,37203
62,01/23/2021,1,37204
21,01/23/2021,2,37204
190,01/23/2021,1,37205
86,01/23/2021,2,37205
38,01/23/2021,1,37206
24,01/23/2021,2,37206
117,01/23/2021,1,37207
20,01/23/2021,2,37207
45,01/23/2021,1,37208
19,01/23/2021,2,37208
58,01/23/2021,1,37209
65,01/23/2021,2,37209
19,01/23/2021,1,37210
10,01/23/2021,2,37210
138,01/23/2021,1,37211
55,01/23/2021,2,37211
44,01/23/2021,1,37212
62,01/23/2021,2,37212
1,01/23/2021,1,37213
69,01/23/2021,1,37214
32,01/23/2021,2,37214
164,01/23/2021,1,37215
27,01/23/2021,2,37215
35,01/23/2021,1,37216
18,01/23/2021,2,37216
50,01/23/2021,1,37217
12,01/23/2021,2,37217
125,01/23/2021,1,37218
16,01/23/2021,2,37218
1,01/23/2021,1,37219
5,01/23/2021,2,37219
41,01/23/2021,1,37220
10,01/23/2021,2,37220
162,01/23/2021,1,37221
64,01/23/2021,2,37221
9,01/23/2021,1,37228
5,01/23/2021,2,37228
3,01/24/2021,1,
68,01/24/2021,1,37013
16,01/24/2021,2,37013
17,01/24/2021,1,37072
8,01/24/2021,2,37072
41,01/24/2021,1,37076
8,01/24/2021,2,37076
10,01/24/2021,1,37080
1,01/24/2021,2,37080
18,01/24/2021,1,37115
15,01/24/2021,2,37115
14,01/24/2021,1,37138
2,01/24/2021,2,37138
5,01/24/2021,1,37189
15,01/24/2021,1,37203
26,01/24/2021,2,37203
13,01/24/2021,1,37204
11,01/24/2021,2,37204
115,01/24/2021,1,37205
14,01/24/2021,2,37205
20,01/24/2021,1,37206
6,01/24/2021,2,37206
29,01/24/2021,1,37207
6,01/24/2021,2,37207
5,01/24/2021,1,37208
12,01/24/2021,2,37208
40,01/24/2021,1,37209
46,01/24/2021,2,37209
7,01/24/2021,1,37210
4,01/24/2021,2,37210
65,01/24/2021,1,37211
28,01/24/2021,2,37211
18,01/24/2021,1,37212
43,01/24/2021,2,37212
1,01/24/2021,1,37213
1,01/24/2021,2,37213
34,01/24/2021,1,37214
4,01/24/2021,2,37214
104,01/24/2021,1,37215
18,01/24/2021,2,37215
19,01/24/2021,1,37216
7,01/24/2021,2,37216
17,01/24/2021,1,37217
2,01/24/2021,2,37217
17,01/24/2021,1,37218
3,01/24/2021,2,37218
2,01/24/2021,1,37219
2,01/24/2021,2,37219
12,01/24/2021,1,37220
3,01/24/2021,2,37220
98,01/24/2021,1,37221
28,01/24/2021,2,37221
3,01/24/2021,1,37228
1,01/24/2021,2,37228
29,01/25/2021,1,
7,01/25/2021,2,
43,01/25/2021,1,37013
102,01/25/2021,2,37013
2,01/25/2021,1,37027
1,01/25/2021,1,37069
39,01/25/2021,1,37072
39,01/25/2021,2,37072
36,01/25/2021,1,37076
35,01/25/2021,2,37076
15,01/25/2021,1,37080
8,01/25/2021,2,37080
22,01/25/2021,1,37115
17,01/25/2021,2,37115
21,01/25/2021,1,37138
37,01/25/2021,2,37138
4,01/25/2021,1,37189
3,01/25/2021,2,37189
1,01/25/2021,2,37201
18,01/25/2021,1,37203
32,01/25/2021,2,37203
21,01/25/2021,1,37204
21,01/25/2021,2,37204
96,01/25/2021,1,37205
124,01/25/2021,2,37205
16,01/25/2021,1,37206
32,01/25/2021,2,37206
33,01/25/2021,1,37207
33,01/25/2021,2,37207
5,01/25/2021,1,37208
24,01/25/2021,2,37208
33,01/25/2021,1,37209
63,01/25/2021,2,37209
6,01/25/2021,1,37210
11,01/25/2021,2,37210
61,01/25/2021,1,37211
60,01/25/2021,2,37211
19,01/25/2021,1,37212
25,01/25/2021,2,37212
20,01/25/2021,1,37214
32,01/25/2021,2,37214
55,01/25/2021,1,37215
43,01/25/2021,2,37215
17,01/25/2021,1,37216
17,01/25/2021,2,37216
26,01/25/2021,1,37217
21,01/25/2021,2,37217
14,01/25/2021,1,37218
6,01/25/2021,2,37218
1,01/25/2021,1,37219
3,01/25/2021,2,37219
8,01/25/2021,1,37220
14,01/25/2021,2,37220
72,01/25/2021,1,37221
93,01/25/2021,2,37221
1,01/25/2021,1,37228
8,01/25/2021,2,37228
31,01/26/2021,1,
7,01/26/2021,2,
64,01/26/2021,1,37013
78,01/26/2021,2,37013
1,01/26/2021,1,37027
1,01/26/2021,2,37027
63,01/26/2021,1,37072
30,01/26/2021,2,37072
54,01/26/2021,1,37076
43,01/26/2021,2,37076
20,01/26/2021,1,37080
6,01/26/2021,2,37080
42,01/26/2021,1,37115
38,01/26/2021,2,37115
42,01/26/2021,1,37138
29,01/26/2021,2,37138
6,01/26/2021,1,37189
27,01/26/2021,2,37189
2,01/26/2021,2,37201
18,01/26/2021,1,37203
52,01/26/2021,2,37203
36,01/26/2021,1,37204
27,01/26/2021,2,37204
120,01/26/2021,1,37205
73,01/26/2021,2,37205
17,01/26/2021,1,37206
35,01/26/2021,2,37206
50,01/26/2021,1,37207
32,01/26/2021,2,37207
25,01/26/2021,1,37208
24,01/26/2021,2,37208
56,01/26/2021,1,37209
67,01/26/2021,2,37209
12,01/26/2021,1,37210
9,01/26/2021,2,37210
75,01/26/2021,1,37211
51,01/26/2021,2,37211
26,01/26/2021,1,37212
54,01/26/2021,2,37212
38,01/26/2021,1,37214
39,01/26/2021,2,37214
105,01/26/2021,1,37215
38,01/26/2021,2,37215
31,01/26/2021,1,37216
13,01/26/2021,2,37216
30,01/26/2021,1,37217
24,01/26/2021,2,37217
21,01/26/2021,1,37218
11,01/26/2021,2,37218
2,01/26/2021,1,37219
28,01/26/2021,1,37220
12,01/26/2021,2,37220
125,01/26/2021,1,37221
66,01/26/2021,2,37221
1,01/26/2021,1,37228
15,01/26/2021,2,37228
27,01/27/2021,1,
4,01/27/2021,2,
142,01/27/2021,1,37013
97,01/27/2021,2,37013
1,01/27/2021,1,37027
47,01/27/2021,1,37072
31,01/27/2021,2,37072
54,01/27/2021,1,37076
35,01/27/2021,2,37076
10,01/27/2021,1,37080
12,01/27/2021,2,37080
53,01/27/2021,1,37115
29,01/27/2021,2,37115
37,01/27/2021,1,37138
26,01/27/2021,2,37138
12,01/27/2021,1,37189
6,01/27/2021,2,37189
1,01/27/2021,1,37201
2,01/27/2021,2,37201
42,01/27/2021,1,37203
38,01/27/2021,2,37203
39,01/27/2021,1,37204
24,01/27/2021,2,37204
230,01/27/2021,1,37205
104,01/27/2021,2,37205
40,01/27/2021,1,37206
28,01/27/2021,2,37206
70,01/27/2021,1,37207
34,01/27/2021,2,37207
30,01/27/2021,1,37208
21,01/27/2021,2,37208
89,01/27/2021,1,37209
57,01/27/2021,2,37209
34,01/27/2021,1,37210
92,01/27/2021,2,37210
155,01/27/2021,1,37211
173,01/27/2021,2,37211
38,01/27/2021,1,37212
29,01/27/2021,2,37212
1,01/27/2021,2,37213
69,01/27/2021,1,37214
32,01/27/2021,2,37214
147,01/27/2021,1,37215
47,01/27/2021,2,37215
32,01/27/2021,1,37216
20,01/27/2021,2,37216
41,01/27/2021,1,37217
35,01/27/2021,2,37217
58,01/27/2021,1,37218
11,01/27/2021,2,37218
2,01/27/2021,1,37219
3,01/27/2021,2,37219
37,01/27/2021,1,37220
11,01/27/2021,2,37220
156,01/27/2021,1,37221
81,01/27/2021,2,37221
3,01/27/2021,1,37228
4,01/27/2021,2,37228
33,01/28/2021,1,
4,01/28/2021,2,
113,01/28/2021,1,37013
67,01/28/2021,2,37013
1,01/28/2021,1,37027
1,01/28/2021,1,37069
80,01/28/2021,1,37072
28,01/28/2021,2,37072
44,01/28/2021,1,37076
27,01/28/2021,2,37076
10,01/28/2021,1,37080
7,01/28/2021,2,37080
35,01/28/2021,1,37115
29,01/28/2021,2,37115
52,01/28/2021,1,37138
23,01/28/2021,2,37138
6,01/28/2021,1,37189
3,01/28/2021,2,37189
1,01/28/2021,1,37201
18,01/28/2021,1,37203
47,01/28/2021,2,37203
34,01/28/2021,1,37204
21,01/28/2021,2,37204
119,01/28/2021,1,37205
71,01/28/2021,2,37205
33,01/28/2021,1,37206
26,01/28/2021,2,37206
29,01/28/2021,1,37207
39,01/28/2021,2,37207
10,01/28/2021,1,37208
19,01/28/2021,2,37208
54,01/28/2021,1,37209
86,01/28/2021,2,37209
13,01/28/2021,1,37210
17,01/28/2021,2,37210
158,01/28/2021,1,37211
65,01/28/2021,2,37211
35,01/28/2021,1,37212
49,01/28/2021,2,37212
43,01/28/2021,1,37214
32,01/28/2021,2,37214
187,01/28/2021,1,37215
53,01/28/2021,2,37215
25,01/28/2021,1,37216
24,01/28/2021,2,37216
33,01/28/2021,1,37217
21,01/28/2021,2,37217
40,01/28/2021,1,37218
16,01/28/2021,2,37218
1,01/28/2021,1,37219
1,01/28/2021,2,37219
21,01/28/2021,1,37220
10,01/28/2021,2,37220
116,01/28/2021,1,37221
93,01/28/2021,2,37221
5,01/28/2021,1,37228
4,01/28/2021,2,37228
58,01/29/2021,1,
5,01/29/2021,2,
123,01/29/2021,1,37013
127,01/29/2021,2,37013
4,01/29/2021,1,37027
1,01/29/2021,1,37069
79,01/29/2021,1,37072
47,01/29/2021,2,37072
78,01/29/2021,1,37076
64,01/29/2021,2,37076
19,01/29/2021,1,37080
9,01/29/2021,2,37080
43,01/29/2021,1,37115
45,01/29/2021,2,37115
63,01/29/2021,1,37138
30,01/29/2021,2,37138
7,01/29/2021,1,37189
