count,VACC_DATE,DOSE_COUNT,zip
6,01/29/2021,2,37189
5,01/29/2021,1,37201
1,01/29/2021,2,37201
28,01/29/2021,1,37203
88,01/29/2021,2,37203
40,01/29/2021,1,37204
45,01/29/2021,2,37204
152,01/29/2021,1,37205
136,01/29/2021,2,37205
54,01/29/2021,1,37206
44,01/29/2021,2,37206
52,01/29/2021,1,37207
40,01/29/2021,2,37207
33,01/29/2021,1,37208
24,01/29/2021,2,37208
73,01/29/2021,1,37209
115,01/29/2021,2,37209
13,01/29/2021,1,37210
27,01/29/2021,2,37210
237,01/29/2021,1,37211
106,01/29/2021,2,37211
32,01/29/2021,1,37212
56,01/29/2021,2,37212
1,01/29/2021,1,37213
63,01/29/2021,1,37214
37,01/29/2021,2,37214
154,01/29/2021,1,37215
95,01/29/2021,2,37215
37,01/29/2021,1,37216
29,01/29/2021,2,37216
25,01/29/2021,1,37217
29,01/29/2021,2,37217
61,01/29/2021,1,37218
20,01/29/2021,2,37218
1,01/29/2021,1,37219
4,01/29/2021,2,37219
25,01/29/2021,1,37220
31,01/29/2021,2,37220
181,01/29/2021,1,37221
123,01/29/2021,2,37221
6,01/29/2021,1,37228
4,01/29/2021,2,37228
38,01/30/2021,1,
4,01/30/2021,2,
83,01/30/2021,1,37013
24,01/30/2021,2,37013
5,01/30/2021,1,37027
72,01/30/2021,1,37072
22,01/30/2021,2,37072
90,01/30/2021,1,37076
45,01/30/2021,2,37076
14,01/30/2021,1,37080
7,01/30/2021,2,37080
51,01/30/2021,1,37115
25,01/30/2021,2,37115
55,01/30/2021,1,37138
19,01/30/2021,2,37138
8,01/30/2021,1,37189
5,01/30/2021,2,37189
1,01/30/2021,1,37201
1,01/30/2021,2,37201
28,01/30/2021,1,37203
23,01/30/2021,2,37203
32,01/30/2021,1,37204
22,01/30/2021,2,37204
143,01/30/2021,1,37205
104,01/30/2021,2,37205
46,01/30/2021,1,37206
10,01/30/2021,2,37206
47,01/30/2021,1,37207
15,01/30/2021,2,37207
16,01/30/2021,1,37208
8,01/30/2021,2,37208
74,01/30/2021,1,37209
34,01/30/2021,2,37209
17,01/30/2021,1,37210
5,01/30/2021,2,37210
125,01/30/2021,1,37211
48,01/30/2021,2,37211
45,01/30/2021,1,37212
20,01/30/2021,2,37212
64,01/30/2021,1,37214
35,01/30/2021,2,37214
129,01/30/2021,1,37215
96,01/30/2021,2,37215
32,01/30/2021,1,37216
6,01/30/2021,2,37216
30,01/30/2021,1,37217
11,01/30/2021,2,37217
19,01/30/2021,1,37218
10,01/30/2021,2,37218
3,01/30/2021,2,37219
39,01/30/2021,1,37220
24,01/30/2021,2,37220
118,01/30/2021,1,37221
67,01/30/2021,2,37221
2,01/30/2021,1,37228
1,01/30/2021,2,37228
5,01/31/2021,1,
1,01/31/2021,2,
38,01/31/2021,1,37013
65,01/31/2021,2,37013
29,01/31/2021,1,37072
19,01/31/2021,2,37072
41,01/31/2021,1,37076
37,01/31/2021,2,37076
10,01/31/2021,1,37080
4,01/31/2021,2,37080
35,01/31/2021,1,37115
27,01/31/2021,2,37115
30,01/31/2021,1,37138
14,01/31/2021,2,37138
4,01/31/2021,1,37189
7,01/31/2021,2,37189
17,01/31/2021,1,37203
9,01/31/2021,2,37203
27,01/31/2021,1,37204
28,01/31/2021,2,37204
86,01/31/2021,1,37205
122,01/31/2021,2,37205
34,01/31/2021,1,37206
20,01/31/2021,2,37206
25,01/31/2021,1,37207
22,01/31/2021,2,37207
15,01/31/2021,1,37208
4,01/31/2021,2,37208
55,01/31/2021,1,37209
20,01/31/2021,2,37209
10,01/31/2021,1,37210
5,01/31/2021,2,37210
60,01/31/2021,1,37211
48,01/31/2021,2,37211
39,01/31/2021,1,37212
15,01/31/2021,2,37212
36,01/31/2021,1,37214
47,01/31/2021,2,37214
72,01/31/2021,1,37215
84,01/31/2021,2,37215
20,01/31/2021,1,37216
7,01/31/2021,2,37216
18,01/31/2021,1,37217
21,01/31/2021,2,37217
21,01/31/2021,1,37218
6,01/31/2021,2,37218
1,01/31/2021,1,37219
15,01/31/2021,1,37220
21,01/31/2021,2,37220
68,01/31/2021,1,37221
93,01/31/2021,2,37221
1,01/31/2021,2,37228
57,02/01/2021,1,
12,02/01/2021,2,
114,02/01/2021,1,37013
119,02/01/2021,2,37013
3,02/01/2021,1,37027
1,02/01/2021,1,37069
61,02/01/2021,1,37072
54,02/01/2021,2,37072
55,02/01/2021,1,37076
57,02/01/2021,2,37076
19,02/01/2021,1,37080
9,02/01/2021,2,37080
37,02/01/2021,1,37115
46,02/01/2021,2,37115
89,02/01/2021,1,37138
38,02/01/2021,2,37138
3,02/01/2021,1,37189
1,02/01/2021,2,37189
3,02/01/2021,1,37201
4,02/01/2021,2,37201
20,02/01/2021,1,37203
52,02/01/2021,2,37203
34,02/01/2021,1,37204
54,02/01/2021,2,37204
116,02/01/2021,1,37205
138,02/01/2021,2,37205
44,02/01/2021,1,37206
46,02/01/2021,2,37206
43,02/01/2021,1,37207
34,02/01/2021,2,37207
59,02/01/2021,1,37208
58,02/01/2021,2,37208
65,02/01/2021,1,37209
76,02/01/2021,2,37209
9,02/01/2021,1,37210
15,02/01/2021,2,37210
92,02/01/2021,1,37211
66,02/01/2021,2,37211
32,02/01/2021,1,37212
35,02/01/2021,2,37212
1,02/01/2021,2,37213
34,02/01/2021,1,37214
51,02/01/2021,2,37214
84,02/01/2021,1,37215
112,02/01/2021,2,37215
29,02/01/2021,1,37216
37,02/01/2021,2,37216
34,02/01/2021,1,37217
24,02/01/2021,2,37217
31,02/01/2021,1,37218
20,02/01/2021,2,37218
4,02/01/2021,1,37219
7,02/01/2021,2,37219
22,02/01/2021,1,37220
18,02/01/2021,2,37220
115,02/01/2021,1,37221
102,02/01/2021,2,37221
4,02/01/2021,1,37228
4,02/01/2021,2,37228
39,02/02/2021,1,
5,02/02/2021,2,
76,02/02/2021,1,37013
56,02/02/2021,2,37013
2,02/02/2021,1,37027
3,02/02/2021,1,37069
72,02/02/2021,1,37072
39,02/02/2021,2,37072
78,02/02/2021,1,37076
18,02/02/2021,2,37076
17,02/02/2021,1,37080
5,02/02/2021,2,37080
43,02/02/2021,1,37115
21,02/02/2021,2,37115
50,02/02/2021,1,37138
16,02/02/2021,2,37138
8,02/02/2021,1,37189
2,02/02/2021,2,37189
2,02/02/2021,1,37201
2,02/02/2021,2,37201
20,02/02/2021,1,37203
32,02/02/2021,2,37203
40,02/02/2021,1,37204
23,02/02/2021,2,37204
96,02/02/2021,1,37205
44,02/02/2021,2,37205
52,02/02/2021,1,37206
23,02/02/2021,2,37206
50,02/02/2021,1,37207
28,02/02/2021,2,37207
46,02/02/2021,1,37208
66,02/02/2021,2,37208
63,02/02/2021,1,37209
88,02/02/2021,2,37209
11,02/02/2021,1,37210
13,02/02/2021,2,37210
101,02/02/2021,1,37211
49,02/02/2021,2,37211
56,02/02/2021,1,37212
18,02/02/2021,2,37212
48,02/02/2021,1,37214
36,02/02/2021,2,37214
81,02/02/2021,1,37215
63,02/02/2021,2,37215
20,02/02/2021,1,37216
33,02/02/2021,2,37216
36,02/02/2021,1,37217
18,02/02/2021,2,37217
28,02/02/2021,1,37218
13,02/02/2021,2,37218
5,02/02/2021,1,37219
1,02/02/2021,2,37219
26,02/02/2021,1,37220
10,02/02/2021,2,37220
111,02/02/2021,1,37221
59,02/02/2021,2,37221
5,02/02/2021,1,37228
7,02/02/2021,2,37228
74,02/03/2021,1,
10,02/03/2021,2,
122,02/03/2021,1,37013
65,02/03/2021,2,37013
8,02/03/2021,1,37027
1,02/03/2021,1,37069
77,02/03/2021,1,37072
75,02/03/2021,2,37072
120,02/03/2021,1,37076
23,02/03/2021,2,37076
31,02/03/2021,1,37080
7,02/03/2021,2,37080
74,02/03/2021,1,37115
33,02/03/2021,2,37115
74,02/03/2021,1,37138
20,02/03/2021,2,37138
12,02/03/2021,1,37189
2,02/03/2021,2,37189
1,02/03/2021,1,37201
2,02/03/2021,2,37201
36,02/03/2021,1,37203
42,02/03/2021,2,37203
55,02/03/2021,1,37204
14,02/03/2021,2,37204
202,02/03/2021,1,37205
72,02/03/2021,2,37205
59,02/03/2021,1,37206
31,02/03/2021,2,37206
74,02/03/2021,1,37207
47,02/03/2021,2,37207
53,02/03/2021,1,37208
102,02/03/2021,2,37208
98,02/03/2021,1,37209
89,02/03/2021,2,37209
35,02/03/2021,1,37210
12,02/03/2021,2,37210
148,02/03/2021,1,37211
68,02/03/2021,2,37211
75,02/03/2021,1,37212
20,02/03/2021,2,37212
2,02/03/2021,1,37213
83,02/03/2021,1,37214
30,02/03/2021,2,37214
188,02/03/2021,1,37215
42,02/03/2021,2,37215
53,02/03/2021,1,37216
22,02/03/2021,2,37216
37,02/03/2021,1,37217
17,02/03/2021,2,37217
41,02/03/2021,1,37218
15,02/03/2021,2,37218
4,02/03/2021,1,37219
1,02/03/2021,2,37219
51,02/03/2021,1,37220
7,02/03/2021,2,37220
202,02/03/2021,1,37221
77,02/03/2021,2,37221
85,02/03/2021,1,37228
12,02/03/2021,2,37228
68,02/04/2021,1,
5,02/04/2021,2,
82,02/04/2021,1,37013
92,02/04/2021,2,37013
1,02/04/2021,2,37027
3,02/04/2021,1,37069
95,02/04/2021,1,37072
32,02/04/2021,2,37072
63,02/04/2021,1,37076
41,02/04/2021,2,37076
18,02/04/2021,1,37080
7,02/04/2021,2,37080
38,02/04/2021,1,37115
23,02/04/2021,2,37115
59,02/04/2021,1,37138
20,02/04/2021,2,37138
11,02/04/2021,1,37189
9,02/04/2021,2,37189
3,02/04/2021,1,37201
4,02/04/2021,2,37201
54,02/04/2021,1,37203
88,02/04/2021,2,37203
55,02/04/2021,1,37204
21,02/04/2021,2,37204
207,02/04/2021,1,37205
65,02/04/2021,2,37205
38,02/04/2021,1,37206
38,02/04/2021,2,37206
55,02/04/2021,1,37207
40,02/04/2021,2,37207
19,02/04/2021,1,37208
21,02/04/2021,2,37208
68,02/04/2021,1,37209
62,02/04/2021,2,37209
283,02/04/2021,1,37210
14,02/04/2021,2,37210
104,02/04/2021,1,37211
79,02/04/2021,2,37211
46,02/04/2021,1,37212
66,02/04/2021,2,37212
1,02/04/2021,1,37213
72,02/04/2021,1,37214
38,02/04/2021,2,37214
115,02/04/2021,1,37215
44,02/04/2021,2,37215
35,02/04/2021,1,37216
35,02/04/2021,2,37216
23,02/04/2021,1,37217
24,02/04/2021,2,37217
39,02/04/2021,1,37218
16,02/04/2021,2,37218
4,02/04/2021,1,37219
4,02/04/2021,2,37219
38,02/04/2021,1,37220
11,02/04/2021,2,37220
165,02/04/2021,1,37221
75,02/04/2021,2,37221
3,02/04/2021,1,37228
6,02/04/2021,2,37228
66,02/05/2021,1,
42,02/05/2021,2,
126,02/05/2021,1,37013
158,02/05/2021,2,37013
3,02/05/2021,1,37027
4,02/05/2021,2,37027
4,02/05/2021,1,37069
65,02/05/2021,1,37072
55,02/05/2021,2,37072
111,02/05/2021,1,37076
46,02/05/2021,2,37076
21,02/05/2021,1,37080
5,02/05/2021,2,37080
84,02/05/2021,1,37115
67,02/05/2021,2,37115
96,02/05/2021,1,37138
40,02/05/2021,2,37138
6,02/05/2021,1,37189
8,02/05/2021,2,37189
6,02/05/2021,1,37201
38,02/05/2021,1,37203
35,02/05/2021,2,37203
50,02/05/2021,1,37204
32,02/05/2021,2,37204
166,02/05/2021,1,37205
106,02/05/2021,2,37205
97,02/05/2021,1,37206
34,02/05/2021,2,37206
86,02/05/2021,1,37207
39,02/05/2021,2,37207
48,02/05/2021,1,37208
26,02/05/2021,2,37208
104,02/05/2021,1,37209
80,02/05/2021,2,37209
23,02/05/2021,1,37210
13,02/05/2021,2,37210
138,02/05/2021,1,37211
112,02/05/2021,2,37211
102,02/05/2021,1,37212
38,02/05/2021,2,37212
66,02/05/2021,1,37214
40,02/05/2021,2,37214
144,02/05/2021,1,37215
98,02/05/2021,2,37215
43,02/05/2021,1,37216
26,02/05/2021,2,37216
32,02/05/2021,1,37217
37,02/05/2021,2,37217
50,02/05/2021,1,37218
18,02/05/2021,2,37218
6,02/05/2021,1,37219
3,02/05/2021,2,37219
58,02/05/2021,1,37220
21,02/05/2021,2,37220
167,02/05/2021,1,37221
102,02/05/2021,2,37221
2,02/05/2021,1,37228
36,02/06/2021,1,
5,02/06/2021,2,
91,02/06/2021,1,37013
104,02/06/2021,2,37013
1,02/06/2021,1,37027
3,02/06/2021,2,37027
1,02/06/2021,1,37069
58,02/06/2021,1,37072
27,02/06/2021,2,37072
60,02/06/2021,1,37076
62,02/06/2021,2,37076
10,02/06/2021,1,37080
12,02/06/2021,2,37080
51,02/06/2021,1,37115
26,02/06/2021,2,37115
42,02/06/2021,1,37138
18,02/06/2021,2,37138
6,02/06/2021,1,37189
9,02/06/2021,2,37189
1,02/06/2021,1,37201
1,02/06/2021,2,37201
11,02/06/2021,1,37203
16,02/06/2021,2,37203
20,02/06/2021,1,37204
30,02/06/2021,2,37204
95,02/06/2021,1,37205
167,02/06/2021,2,37205
26,02/06/2021,1,37206
27,02/06/2021,2,37206
40,02/06/2021,1,37207
66,02/06/2021,2,37207
6,02/06/2021,1,37208
29,02/06/2021,2,37208
36,02/06/2021,1,37209
47,02/06/2021,2,37209
9,02/06/2021,1,37210
7,02/06/2021,2,37210
69,02/06/2021,1,37211
56,02/06/2021,2,37211
21,02/06/2021,1,37212
26,02/06/2021,2,37212
56,02/06/2021,1,37214
41,02/06/2021,2,37214
65,02/06/2021,1,37215
123,02/06/2021,2,37215
32,02/06/2021,1,37216
26,02/06/2021,2,37216
27,02/06/2021,1,37217
24,02/06/2021,2,37217
17,02/06/2021,1,37218
85,02/06/2021,2,37218
2,02/06/2021,1,37219
2,02/06/2021,2,37219
15,02/06/2021,1,37220
32,02/06/2021,2,37220
102,02/06/2021,1,37221
120,02/06/2021,2,37221
6,02/06/2021,2,37228
1,02/07/2021,1,
3,02/07/2021,2,
28,02/07/2021,1,37013
27,02/07/2021,2,37013
36,02/07/2021,1,37072
15,02/07/2021,2,37072
18,02/07/2021,1,37076
38,02/07/2021,2,37076
5,02/07/2021,1,37080
7,02/07/2021,2,37080
21,02/07/2021,1,37115
11,02/07/2021,2,37115
24,02/07/2021,1,37138
21,02/07/2021,2,37138
2,02/07/2021,1,37189
2,02/07/2021,2,37189
2,02/07/2021,2,37201
8,02/07/2021,1,37203
11,02/07/2021,2,37203
14,02/07/2021,1,37204
14,02/07/2021,2,37204
32,02/07/2021,1,37205
105,02/07/2021,2,37205
13,02/07/2021,1,37206
9,02/07/2021,2,37206
29,02/07/2021,1,37207
9,02/07/2021,2,37207
5,02/07/2021,1,37208
9,02/07/2021,2,37208
27,02/07/2021,1,37209
34,02/07/2021,2,37209
5,02/07/2021,1,37210
5,02/07/2021,2,37210
48,02/07/2021,1,37211
53,02/07/2021,2,37211
20,02/07/2021,1,37212
17,02/07/2021,2,37212
29,02/07/2021,1,37214
39,02/07/2021,2,37214
41,02/07/2021,1,37215
114,02/07/2021,2,37215
10,02/07/2021,1,37216
15,02/07/2021,2,37216
19,02/07/2021,1,37217
9,02/07/2021,2,37217
7,02/07/2021,1,37218
9,02/07/2021,2,37218
3,02/07/2021,1,37219
2,02/07/2021,2,37219
8,02/07/2021,1,37220
19,02/07/2021,2,37220
56,02/07/2021,1,37221
94,02/07/2021,2,37221
1,02/07/2021,1,37228
56,02/08/2021,1,
17,02/08/2021,2,
102,02/08/2021,1,37013
76,02/08/2021,2,37013
3,02/08/2021,1,37027
2,02/08/2021,2,37027
59,02/08/2021,1,37072
40,02/08/2021,2,37072
62,02/08/2021,1,37076
28,02/08/2021,2,37076
17,02/08/2021,1,37080
5,02/08/2021,2,37080
40,02/08/2021,1,37115
26,02/08/2021,2,37115
84,02/08/2021,1,37138
24,02/08/2021,2,37138
3,02/08/2021,1,37189
1,02/08/2021,2,37189
5,02/08/2021,1,37201
1,02/08/2021,2,37201
27,02/08/2021,1,37203
10,02/08/2021,2,37203
54,02/08/2021,1,37204
10,02/08/2021,2,37204
96,02/08/2021,1,37205
55,02/08/2021,2,37205
40,02/08/2021,1,37206
11,02/08/2021,2,37206
61,02/08/2021,1,37207
27,02/08/2021,2,37207
26,02/08/2021,1,37208
9,02/08/2021,2,37208
62,02/08/2021,1,37209
27,02/08/2021,2,37209
18,02/08/2021,1,37210
4,02/08/2021,2,37210
113,02/08/2021,1,37211
37,02/08/2021,2,37211
34,02/08/2021,1,37212
10,02/08/2021,2,37212
81,02/08/2021,1,37214
45,02/08/2021,2,37214
114,02/08/2021,1,37215
45,02/08/2021,2,37215
39,02/08/2021,1,37216
18,02/08/2021,2,37216
26,02/08/2021,1,37217
20,02/08/2021,2,37217
26,02/08/2021,1,37218
12,02/08/2021,2,37218
1,02/08/2021,1,37219
1,02/08/2021,2,37219
26,02/08/2021,1,37220
16,02/08/2021,2,37220
93,02/08/2021,1,37221
65,02/08/2021,2,37221
3,02/08/2021,1,37228
2,02/08/2021,2,37228
46,02/09/2021,1,
12,02/09/2021,2,
100,02/09/2021,1,37013
101,02/09/2021,2,37013
5,02/09/2021,1,37027
1,02/09/2021,2,37027
81,02/09/2021,1,37072
53,02/09/2021,2,37072
42,02/09/2021,1,37076
32,02/09/2021,2,37076
15,02/09/2021,1,37080
9,02/09/2021,2,37080
27,02/09/2021,1,37115
21,02/09/2021,2,37115
45,02/09/2021,1,37138
32,02/09/2021,2,37138
5,02/09/2021,1,37189
7,02/09/2021,2,37189
2,02/09/2021,1,37201
2,02/09/2021,2,37201
34,02/09/2021,1,37203
14,02/09/2021,2,37203
56,02/09/2021,1,37204
7,02/09/2021,2,37204
137,02/09/2021,1,37205
54,02/09/2021,2,37205
41,02/09/2021,1,37206
19,02/09/2021,2,37206
53,02/09/2021,1,37207
31,02/09/2021,2,37207
29,02/09/2021,1,37208
10,02/09/2021,2,37208
89,02/09/2021,1,37209
30,02/09/2021,2,37209
17,02/09/2021,1,37210
9,02/09/2021,2,37210
136,02/09/2021,1,37211
79,02/09/2021,2,37211
55,02/09/2021,1,37212
20,02/09/2021,2,37212
41,02/09/2021,1,37214
28,02/09/2021,2,37214
115,02/09/2021,1,37215
61,02/09/2021,2,37215
39,02/09/2021,1,37216
15,02/09/2021,2,37216
20,02/09/2021,1,37217
12,02/09/2021,2,37217
34,02/09/2021,1,37218
13,02/09/2021,2,37218
7,02/09/2021,1,37219
1,02/09/2021,2,37219
34,02/09/2021,1,37220
13,02/09/2021,2,37220
112,02/09/2021,1,37221
63,02/09/2021,2,37221
5,02/09/2021,1,37228
1,02/09/2021,2,37228
57,02/10/2021,1,
27,02/10/2021,2,
136,02/10/2021,1,37013
73,02/10/2021,2,37013
3,02/10/2021,1,37027
2,02/10/2021,2,37027
4,02/10/2021,1,37069
1,02/10/2021,2,37069
123,02/10/2021,1,37072
111,02/10/2021,2,37072
333,02/10/2021,1,37076
271,02/10/2021,2,37076
21,02/10/2021,1,37080
10,02/10/2021,2,37080
59,02/10/2021,1,37115
54,02/10/2021,2,37115
86,02/10/2021,1,37138
53,02/10/2021,2,37138
5,02/10/2021,1,37189
7,02/10/2021,2,37189
3,02/10/2021,1,37201
1,02/10/2021,2,37201
39,02/10/2021,1,37203
26,02/10/2021,2,37203
63,02/10/2021,1,37204
23,02/10/2021,2,37204
194,02/10/2021,1,37205
473,02/10/2021,2,37205
49,02/10/2021,1,37206
20,02/10/2021,2,37206
84,02/10/2021,1,37207
54,02/10/2021,2,37207
33,02/10/2021,1,37208
36,02/10/2021,2,37208
120,02/10/2021,1,37209
43,02/10/2021,2,37209
19,02/10/2021,1,37210
11,02/10/2021,2,37210
149,02/10/2021,1,37211
77,02/10/2021,2,37211
53,02/10/2021,1,37212
27,02/10/2021,2,37212
1,02/10/2021,2,37213
87,02/10/2021,1,37214
49,02/10/2021,2,37214
155,02/10/2021,1,37215
58,02/10/2021,2,37215
41,02/10/2021,1,37216
19,02/10/2021,2,37216
63,02/10/2021,1,37217
27,02/10/2021,2,37217
31,02/10/2021,1,37218
23,02/10/2021,2,37218
4,02/10/2021,1,37219
4,02/10/2021,2,37219
26,02/10/2021,1,37220
20,02/10/2021,2,37220
179,02/10/2021,1,37221
205,02/10/2021,2,37221
2,02/10/2021,1,37228
1,02/10/2021,2,37238
19,02/11/2021,1,
16,02/11/2021,2,
100,02/11/2021,1,37013
51,02/11/2021,2,37013
2,02/11/2021,2,37027
1,02/11/2021,1,37069
35,02/11/2021,1,37072
28,02/11/2021,2,37072
77,02/11/2021,1,37076
23,02/11/2021,2,37076
9,02/11/2021,1,37080
4,02/11/2021,2,37080
49,02/11/2021,1,37115
5,02/11/2021,2,37115
51,02/11/2021,1,37138
20,02/11/2021,2,37138
5,02/11/2021,1,37189
1,02/11/2021,2,37189
1,02/11/2021,1,37201
1,02/11/2021,2,37201
25,02/11/2021,1,37203
16,02/11/2021,2,37203
40,02/11/2021,1,37204
14,02/11/2021,2,37204
120,02/11/2021,1,37205
203,02/11/2021,2,37205
47,02/11/2021,1,37206
22,02/11/2021,2,37206
32,02/11/2021,1,37207
26,02/11/2021,2,37207
18,02/11/2021,1,37208
5,02/11/2021,2,37208
54,02/11/2021,1,37209
31,02/11/2021,2,37209
19,02/11/2021,1,37210
9,02/11/2021,2,37210
115,02/11/2021,1,37211
52,02/11/2021,2,37211
33,02/11/2021,1,37212
19,02/11/2021,2,37212
62,02/11/2021,1,37214
12,02/11/2021,2,37214
83,02/11/2021,1,37215
66,02/11/2021,2,37215
29,02/11/2021,1,37216
14,02/11/2021,2,37216
38,02/11/2021,1,37217
15,02/11/2021,2,37217
17,02/11/2021,1,37218
18,02/11/2021,2,37218
1,02/11/2021,1,37219
5,02/11/2021,2,37219
27,02/11/2021,1,37220
9,02/11/2021,2,37220
122,02/11/2021,1,37221
97,02/11/2021,2,37221
2,02/11/2021,1,37228
1,02/11/2021,2,37228
51,02/12/2021,1,
16,02/12/2021,2,
206,02/12/2021,1,37013
37,02/12/2021,2,37013
6,02/12/2021,1,37027
2,02/12/2021,1,37069
105,02/12/2021,1,37072
29,02/12/2021,2,37072
122,02/12/2021,1,37076
36,02/12/2021,2,37076
32,02/12/2021,1,37080
9,02/12/2021,2,37080
111,02/12/2021,1,37115
13,02/12/2021,2,37115
73,02/12/2021,1,37138
40,02/12/2021,2,37138
23,02/12/2021,1,37189
3,02/12/2021,2,37189
2,02/12/2021,1,37201
2,02/12/2021,2,37201
49,02/12/2021,1,37203
8,02/12/2021,2,37203
76,02/12/2021,1,37204
26,02/12/2021,2,37204
181,02/12/2021,1,37205
89,02/12/2021,2,37205
125,02/12/2021,1,37206
15,02/12/2021,2,37206
151,02/12/2021,1,37207
19,02/12/2021,2,37207
71,02/12/2021,1,37208
13,02/12/2021,2,37208
154,02/12/2021,1,37209
32,02/12/2021,2,37209
40,02/12/2021,1,37210
9,02/12/2021,2,37210
348,02/12/2021,1,37211
54,02/12/2021,2,37211
87,02/12/2021,1,37212
20,02/12/2021,2,37212
1,02/12/2021,1,37213
87,02/12/2021,1,37214
37,02/12/2021,2,37214
178,02/12/2021,1,37215
76,02/12/2021,2,37215
74,02/12/2021,1,37216
19,02/12/2021,2,37216
61,02/12/2021,1,37217
20,02/12/2021,2,37217
69,02/12/2021,1,37218
10,02/12/2021,2,37218
3,02/12/2021,1,37219
4,02/12/2021,2,37219
51,02/12/2021,1,37220
11,02/12/2021,2,37220
226,02/12/2021,1,37221
171,02/12/2021,2,37221
6,02/12/2021,1,37228
2,02/12/2021,2,37228
43,02/13/2021,1,
15,02/13/2021,2,
98,02/13/2021,1,37013
114,02/13/2021,2,37013
1,02/13/2021,1,37027
2,02/13/2021,2,37027
73,02/13/2021,1,37072
44,02/13/2021,2,37072
94,02/13/2021,1,37076
86,02/13/2021,2,37076
32,02/13/2021,1,37080
11,02/13/2021,2,37080
60,02/13/2021,1,37115
79,02/13/2021,2,37115
63,02/13/2021,1,37138
39,02/13/2021,2,37138
6,02/13/2021,1,37189
11,02/13/2021,2,37189
6,02/13/2021,1,37201
2,02/13/2021,2,37201
24,02/13/2021,1,37203
23,02/13/2021,2,37203
35,02/13/2021,1,37204
53,02/13/2021,2,37204
67,02/13/2021,1,37205
169,02/13/2021,2,37205
39,02/13/2021,1,37206
36,02/13/2021,2,37206
72,02/13/2021,1,37207
108,02/13/2021,2,37207
11,02/13/2021,1,37208
36,02/13/2021,2,37208
50,02/13/2021,1,37209
63,02/13/2021,2,37209
13,02/13/2021,1,37210
18,02/13/2021,2,37210
112,02/13/2021,1,37211
121,02/13/2021,2,37211
25,02/13/2021,1,37212
47,02/13/2021,2,37212
1,02/13/2021,2,37213
64,02/13/2021,1,37214
57,02/13/2021,2,37214
55,02/13/2021,1,37215
154,02/13/2021,2,37215
36,02/13/2021,1,37216
32,02/13/2021,2,37216
34,02/13/2021,1,37217
48,02/13/2021,2,37217
41,02/13/2021,1,37218
120,02/13/2021,2,37218
1,02/13/2021,1,37219
1,02/13/2021,2,37219
19,02/13/2021,1,37220
36,02/13/2021,2,37220
102,02/13/2021,1,37221
148,02/13/2021,2,37221
1,02/13/2021,1,37228
8,02/13/2021,2,37228
17,02/14/2021,1,
3,02/14/2021,2,
40,02/14/2021,1,37013
47,02/14/2021,2,37013
48,02/14/2021,1,37072
16,02/14/2021,2,37072
26,02/14/2021,1,37076
33,02/14/2021,2,37076
10,02/14/2021,1,37080
11,02/14/2021,2,37080
32,02/14/2021,1,37115
18,02/14/2021,2,37115
24,02/14/2021,1,37138
14,02/14/2021,2,37138
1,02/14/2021,1,37189
4,02/14/2021,2,37189
6,02/14/2021,1,37203
17,02/14/2021,2,37203
15,02/14/2021,1,37204
12,02/14/2021,2,37204
49,02/14/2021,1,37205
95,02/14/2021,2,37205
31,02/14/2021,1,37206
18,02/14/2021,2,37206
36,02/14/2021,1,37207
28,02/14/2021,2,37207
7,02/14/2021,1,37208
6,02/14/2021,2,37208
26,02/14/2021,1,37209
35,02/14/2021,2,37209
14,02/14/2021,1,37210
7,02/14/2021,2,37210
39,02/14/2021,1,37211
50,02/14/2021,2,37211
25,02/14/2021,1,37212
18,02/14/2021,2,37212
1,02/14/2021,2,37213
30,02/14/2021,1,37214
34,02/14/2021,2,37214
28,02/14/2021,1,37215
84,02/14/2021,2,37215
25,02/14/2021,1,37216
15,02/14/2021,2,37216
22,02/14/2021,1,37217
13,02/14/2021,2,37217
29,02/14/2021,1,37218
17,02/14/2021,2,37218
1,02/14/2021,1,37219
2,02/14/2021,2,37219
12,02/14/2021,1,37220
9,02/14/2021,2,37220
43,02/14/2021,1,37221
75,02/14/2021,2,37221
1,02/14/2021,1,37228
3,02/14/2021,2,37228
3,02/15/2021,1,
1,02/15/2021,2,
11,02/15/2021,1,37013
1,02/15/2021,2,37013
1,02/15/2021,1,37072
1,02/15/2021,1,37076
1,02/15/2021,2,37076
1,02/15/2021,1,37115
2,02/15/2021,2,37115
5,02/15/2021,1,37138
3,02/15/2021,1,37203
2,02/15/2021,2,37203
6,02/15/2021,1,37204
1,02/15/2021,2,37204
4,02/15/2021,1,37205
5,02/15/2021,1,37206
2,02/15/2021,2,37206
3,02/15/2021,1,37207
1,02/15/2021,2,37207
3,02/15/2021,1,37209
5,02/15/2021,2,37209
15,02/15/2021,1,37211
4,02/15/2021,2,37211
3,02/15/2021,2,37212
1,02/15/2021,1,37213
2,02/15/2021,1,37214
1,02/15/2021,2,37214
12,02/15/2021,1,37215
1,02/15/2021,2,37215
1,02/15/2021,1,37216
1,02/15/2021,2,37216
1,02/15/2021,1,37217
3,02/15/2021,2,37217
1,02/15/2021,1,37218
2,02/15/2021,2,37218
1,02/15/2021,1,37220
1,02/15/2021,2,37220
4,02/15/2021,1,37221
3,02/15/2021,2,37221
12,02/16/2021,1,
1,02/16/2021,2,
