Vaccination Date,Zip,Dose Count,Count
2/4/2021,37211,1,104
2/4/2021,37211,2,79
2/4/2021,37212,1,46
2/4/2021,37212,2,66
2/4/2021,37213,1,1
2/4/2021,37214,1,72
2/4/2021,37214,2,37
2/4/2021,37215,1,115
2/4/2021,37215,2,44
2/4/2021,37216,1,35
2/4/2021,37216,2,35
2/4/2021,37217,1,22
2/4/2021,37217,2,24
2/4/2021,37218,1,39
2/4/2021,37218,2,16
2/4/2021,37219,1,4
2/4/2021,37219,2,4
2/4/2021,37220,1,38
2/4/2021,37220,2,12
2/4/2021,37221,1,165
2/4/2021,37221,2,76
2/4/2021,37228,1,3
2/4/2021,37228,2,6
2/5/2021,,1,66
2/5/2021,,2,42
2/5/2021,37013,1,126
2/5/2021,37013,2,158
2/5/2021,37027,1,3
2/5/2021,37027,2,4
2/5/2021,37069,1,4
2/5/2021,37072,1,65
2/5/2021,37072,2,55
2/5/2021,37076,1,111
2/5/2021,37076,2,46
2/5/2021,37080,1,21
2/5/2021,37080,2,5
2/5/2021,37115,1,84
2/5/2021,37115,2,67
2/5/2021,37138,1,96
2/5/2021,37138,2,40
2/5/2021,37189,1,6
2/5/2021,37189,2,8
2/5/2021,37201,1,6
2/5/2021,37203,1,38
2/5/2021,37203,2,35
2/5/2021,37204,1,50
2/5/2021,37204,2,32
2/5/2021,37205,1,166
2/5/2021,37205,2,106
2/5/2021,37206,1,97
2/5/2021,37206,2,34
2/5/2021,37207,1,86
2/5/2021,37207,2,39
2/5/2021,37208,1,48
2/5/2021,37208,2,26
2/5/2021,37209,1,104
2/5/2021,37209,2,80
2/5/2021,37210,1,23
2/5/2021,37210,2,13
2/5/2021,37211,1,138
2/5/2021,37211,2,110
2/5/2021,37212,1,102
2/5/2021,37212,2,38
2/5/2021,37214,1,66
2/5/2021,37214,2,40
2/5/2021,37215,1,145
2/5/2021,37215,2,97
2/5/2021,37216,1,43
2/5/2021,37216,2,26
2/5/2021,37217,1,32
2/5/2021,37217,2,37
2/5/2021,37218,1,50
2/5/2021,37218,2,18
2/5/2021,37219,1,6
2/5/2021,37219,2,3
2/5/2021,37220,1,58
2/5/2021,37220,2,21
2/5/2021,37221,1,167
2/5/2021,37221,2,102
2/5/2021,37228,1,2
2/6/2021,,1,36
2/6/2021,,2,5
2/6/2021,37013,1,91
2/6/2021,37013,2,103
2/6/2021,37027,1,1
2/6/2021,37027,2,3
2/6/2021,37069,1,1
2/6/2021,37072,1,59
2/6/2021,37072,2,27
2/6/2021,37076,1,60
2/6/2021,37076,2,62
2/6/2021,37080,1,10
2/6/2021,37080,2,12
2/6/2021,37115,1,51
2/6/2021,37115,2,26
2/6/2021,37138,1,42
2/6/2021,37138,2,18
2/6/2021,37189,1,6
2/6/2021,37189,2,9
2/6/2021,37201,1,1
2/6/2021,37201,2,1
2/6/2021,37203,1,11
2/6/2021,37203,2,16
2/6/2021,37204,1,20
2/6/2021,37204,2,30
2/6/2021,37205,1,95
2/6/2021,37205,2,168
2/6/2021,37206,1,26
2/6/2021,37206,2,27
2/6/2021,37207,1,40
2/6/2021,37207,2,66
2/6/2021,37208,1,6
2/6/2021,37208,2,29
2/6/2021,37209,1,35
2/6/2021,37209,2,47
2/6/2021,37210,1,9
2/6/2021,37210,2,7
2/6/2021,37211,1,69
2/6/2021,37211,2,56
2/6/2021,37212,1,21
2/6/2021,37212,2,26
2/6/2021,37214,1,56
2/6/2021,37214,2,41
2/6/2021,37215,1,65
2/6/2021,37215,2,123
2/6/2021,37216,1,32
2/6/2021,37216,2,26
2/6/2021,37217,1,27
2/6/2021,37217,2,25
2/6/2021,37218,1,17
2/6/2021,37218,2,85
2/6/2021,37219,1,2
2/6/2021,37219,2,2
2/6/2021,37220,1,15
2/6/2021,37220,2,32
2/6/2021,37221,1,102
2/6/2021,37221,2,120
2/6/2021,37228,2,6
2/7/2021,,1,1
2/7/2021,,2,3
2/7/2021,37013,1,27
2/7/2021,37013,2,27
2/7/2021,37072,1,36
2/7/2021,37072,2,15
2/7/2021,37076,1,18
2/7/2021,37076,2,39
2/7/2021,37080,1,5
2/7/2021,37080,2,7
2/7/2021,37115,1,21
2/7/2021,37115,2,11
2/7/2021,37138,1,24
2/7/2021,37138,2,21
2/7/2021,37189,1,2
2/7/2021,37189,2,2
2/7/2021,37201,2,2
2/7/2021,37203,1,8
2/7/2021,37203,2,11
2/7/2021,37204,1,14
2/7/2021,37204,2,14
2/7/2021,37205,1,32
2/7/2021,37205,2,106
2/7/2021,37206,1,13
2/7/2021,37206,2,9
2/7/2021,37207,1,29
2/7/2021,37207,2,9
2/7/2021,37208,1,5
2/7/2021,37208,2,9
2/7/2021,37209,1,27
2/7/2021,37209,2,34
2/7/2021,37210,1,5
2/7/2021,37210,2,5
2/7/2021,37211,1,48
2/7/2021,37211,2,53
2/7/2021,37212,1,20
2/7/2021,37212,2,17
2/7/2021,37214,1,29
2/7/2021,37214,2,38
2/7/2021,37215,1,41
2/7/2021,37215,2,113
2/7/2021,37216,1,10
2/7/2021,37216,2,15
2/7/2021,37217,1,19
2/7/2021,37217,2,9
2/7/2021,37218,1,7
2/7/2021,37218,2,9
2/7/2021,37219,1,3
2/7/2021,37219,2,2
2/7/2021,37220,1,8
2/7/2021,37220,2,19
2/7/2021,37221,1,56
2/7/2021,37221,2,94
2/7/2021,37228,1,1
2/8/2021,,1,56
2/8/2021,,2,17
2/8/2021,37013,1,101
2/8/2021,37013,2,76
2/8/2021,37027,1,3
2/8/2021,37027,2,2
2/8/2021,37072,1,59
2/8/2021,37072,2,40
2/8/2021,37076,1,62
2/8/2021,37076,2,28
2/8/2021,37080,1,17
2/8/2021,37080,2,5
2/8/2021,37115,1,39
2/8/2021,37115,2,26
2/8/2021,37138,1,84
2/8/2021,37138,2,24
2/8/2021,37189,1,3
2/8/2021,37189,2,1
2/8/2021,37201,1,5
2/8/2021,37201,2,1
2/8/2021,37203,1,27
2/8/2021,37203,2,10
2/8/2021,37204,1,54
2/8/2021,37204,2,10
2/8/2021,37205,1,95
2/8/2021,37205,2,55
2/8/2021,37206,1,39
2/8/2021,37206,2,11
2/8/2021,37207,1,61
2/8/2021,37207,2,27
2/8/2021,37208,1,26
2/8/2021,37208,2,9
2/8/2021,37209,1,62
2/8/2021,37209,2,27
2/8/2021,37210,1,18
2/8/2021,37210,2,4
2/8/2021,37211,1,112
2/8/2021,37211,2,37
2/8/2021,37212,1,34
2/8/2021,37212,2,10
2/8/2021,37214,1,82
2/8/2021,37214,2,45
2/8/2021,37215,1,113
2/8/2021,37215,2,45
2/8/2021,37216,1,39
2/8/2021,37216,2,18
2/8/2021,37217,1,26
2/8/2021,37217,2,20
2/8/2021,37218,1,26
2/8/2021,37218,2,12
2/8/2021,37219,1,1
2/8/2021,37219,2,1
2/8/2021,37220,1,26
2/8/2021,37220,2,16
2/8/2021,37221,1,93
2/8/2021,37221,2,65
2/8/2021,37228,1,3
2/8/2021,37228,2,2
2/9/2021,,1,46
2/9/2021,,2,12
2/9/2021,37013,1,100
2/9/2021,37013,2,101
2/9/2021,37027,1,5
2/9/2021,37027,2,1
2/9/2021,37072,1,80
2/9/2021,37072,2,53
2/9/2021,37076,1,42
2/9/2021,37076,2,32
2/9/2021,37080,1,15
2/9/2021,37080,2,9
2/9/2021,37115,1,27
2/9/2021,37115,2,21
2/9/2021,37138,1,44
2/9/2021,37138,2,32
2/9/2021,37189,1,5
2/9/2021,37189,2,7
2/9/2021,37201,1,2
2/9/2021,37201,2,1
2/9/2021,37203,1,34
2/9/2021,37203,2,14
2/9/2021,37204,1,56
2/9/2021,37204,2,7
2/9/2021,37205,1,137
2/9/2021,37205,2,54
2/9/2021,37206,1,41
2/9/2021,37206,2,19
2/9/2021,37207,1,53
2/9/2021,37207,2,31
2/9/2021,37208,1,29
2/9/2021,37208,2,10
2/9/2021,37209,1,89
2/9/2021,37209,2,30
2/9/2021,37210,1,17
2/9/2021,37210,2,9
2/9/2021,37211,1,136
2/9/2021,37211,2,79
2/9/2021,37212,1,55
2/9/2021,37212,2,20
2/9/2021,37214,1,41
2/9/2021,37214,2,28
2/9/2021,37215,1,115
2/9/2021,37215,2,61
2/9/2021,37216,1,39
2/9/2021,37216,2,15
2/9/2021,37217,1,20
2/9/2021,37217,2,12
2/9/2021,37218,1,34
2/9/2021,37218,2,13
2/9/2021,37219,1,7
2/9/2021,37219,2,1
2/9/2021,37220,1,34
2/9/2021,37220,2,13
2/9/2021,37221,1,112
2/9/2021,37221,2,63
2/9/2021,37228,1,5
2/9/2021,37228,2,1
2/10/2021,,1,58
2/10/2021,,2,28
2/10/2021,37013,1,136
2/10/2021,37013,2,73
2/10/2021,37027,1,3
2/10/2021,37027,2,2
2/10/2021,37069,1,4
2/10/2021,37069,2,1
2/10/2021,37072,1,123
2/10/2021,37072,2,111
2/10/2021,37076,1,336
2/10/2021,37076,2,271
2/10/2021,37080,1,20
2/10/2021,37080,2,10
2/10/2021,37115,1,59
2/10/2021,37115,2,53
2/10/2021,37138,1,86
2/10/2021,37138,2,53
2/10/2021,37189,1,5
2/10/2021,37189,2,7
2/10/2021,37201,1,3
2/10/2021,37201,2,1
2/10/2021,37203,1,39
2/10/2021,37203,2,26
2/10/2021,37204,1,63
2/10/2021,37204,2,23
2/10/2021,37205,1,194
2/10/2021,37205,2,472
2/10/2021,37206,1,48
2/10/2021,37206,2,20
2/10/2021,37207,1,84
2/10/2021,37207,2,54
2/10/2021,37208,1,33
2/10/2021,37208,2,36
2/10/2021,37209,1,120
2/10/2021,37209,2,43
2/10/2021,37210,1,19
2/10/2021,37210,2,11
2/10/2021,37211,1,149
2/10/2021,37211,2,77
2/10/2021,37212,1,51
2/10/2021,37212,2,27
2/10/2021,37213,2,1
2/10/2021,37214,1,87
2/10/2021,37214,2,49
2/10/2021,37215,1,155
2/10/2021,37215,2,59
2/10/2021,37216,1,41
2/10/2021,37216,2,19
2/10/2021,37217,1,63
2/10/2021,37217,2,27
2/10/2021,37218,1,31
2/10/2021,37218,2,23
2/10/2021,37219,1,4
2/10/2021,37219,2,4
2/10/2021,37220,1,26
2/10/2021,37220,2,20
2/10/2021,37221,1,179
2/10/2021,37221,2,205
2/10/2021,37228,1,2
2/10/2021,37238,2,1
2/11/2021,,1,19
2/11/2021,,2,16
2/11/2021,37013,1,100
2/11/2021,37013,2,51
2/11/2021,37027,2,2
2/11/2021,37069,1,1
2/11/2021,37072,1,35
2/11/2021,37072,2,28
2/11/2021,37076,1,77
2/11/2021,37076,2,23
2/11/2021,37080,1,9
2/11/2021,37080,2,4
2/11/2021,37115,1,49
2/11/2021,37115,2,5
2/11/2021,37138,1,51
2/11/2021,37138,2,20
2/11/2021,37189,1,5
2/11/2021,37189,2,1
2/11/2021,37201,1,1
2/11/2021,37201,2,1
2/11/2021,37203,1,25
2/11/2021,37203,2,16
2/11/2021,37204,1,40
2/11/2021,37204,2,14
2/11/2021,37205,1,120
2/11/2021,37205,2,203
2/11/2021,37206,1,47
2/11/2021,37206,2,22
2/11/2021,37207,1,32
2/11/2021,37207,2,26
2/11/2021,37208,1,18
2/11/2021,37208,2,5
2/11/2021,37209,1,54
2/11/2021,37209,2,31
2/11/2021,37210,1,19
2/11/2021,37210,2,9
2/11/2021,37211,1,116
2/11/2021,37211,2,51
2/11/2021,37212,1,33
2/11/2021,37212,2,19
2/11/2021,37214,1,62
2/11/2021,37214,2,12
2/11/2021,37215,1,83
2/11/2021,37215,2,66
2/11/2021,37216,1,29
2/11/2021,37216,2,14
2/11/2021,37217,1,38
2/11/2021,37217,2,15
2/11/2021,37218,1,17
2/11/2021,37218,2,18
2/11/2021,37219,1,1
2/11/2021,37219,2,5
2/11/2021,37220,1,27
2/11/2021,37220,2,9
2/11/2021,37221,1,122
2/11/2021,37221,2,97
2/11/2021,37228,1,2
2/11/2021,37228,2,1
2/12/2021,,1,52
2/12/2021,,2,16
2/12/2021,37013,1,206
2/12/2021,37013,2,37
2/12/2021,37027,1,6
2/12/2021,37069,1,2
2/12/2021,37072,1,105
2/12/2021,37072,2,29
2/12/2021,37076,1,122
2/12/2021,37076,2,36
2/12/2021,37080,1,32
2/12/2021,37080,2,9
2/12/2021,37115,1,111
2/12/2021,37115,2,13
2/12/2021,37138,1,73
2/12/2021,37138,2,40
2/12/2021,37189,1,23
2/12/2021,37189,2,3
2/12/2021,37201,1,2
2/12/2021,37201,2,2
2/12/2021,37203,1,49
2/12/2021,37203,2,8
2/12/2021,37204,1,76
2/12/2021,37204,2,26
2/12/2021,37205,1,180
2/12/2021,37205,2,89
2/12/2021,37206,1,125
2/12/2021,37206,2,15
2/12/2021,37207,1,151
2/12/2021,37207,2,19
2/12/2021,37208,1,72
2/12/2021,37208,2,13
2/12/2021,37209,1,152
2/12/2021,37209,2,32
2/12/2021,37210,1,40
2/12/2021,37210,2,9
2/12/2021,37211,1,348
2/12/2021,37211,2,54
2/12/2021,37212,1,86
2/12/2021,37212,2,20
2/12/2021,37213,1,1
2/12/2021,37214,1,87
2/12/2021,37214,2,37
2/12/2021,37215,1,178
2/12/2021,37215,2,76
2/12/2021,37216,1,74
2/12/2021,37216,2,19
2/12/2021,37217,1,61
2/12/2021,37217,2,20
2/12/2021,37218,1,69
2/12/2021,37218,2,10
2/12/2021,37219,1,3
2/12/2021,37219,2,4
2/12/2021,37220,1,51
2/12/2021,37220,2,11
2/12/2021,37221,1,226
2/12/2021,37221,2,171
2/12/2021,37228,1,6
2/12/2021,37228,2,2
2/13/2021,,1,43
2/13/2021,,2,15
2/13/2021,37013,1,98
2/13/2021,37013,2,114
2/13/2021,37027,1,1
2/13/2021,37027,2,2
2/13/2021,37072,1,73
2/13/2021,37072,2,44
2/13/2021,37076,1,94
2/13/2021,37076,2,86
2/13/2021,37080,1,32
2/13/2021,37080,2,11
2/13/2021,37115,1,60
2/13/2021,37115,2,79
2/13/2021,37138,1,63
2/13/2021,37138,2,39
2/13/2021,37189,1,6
2/13/2021,37189,2,11
2/13/2021,37201,1,6
2/13/2021,37201,2,2
2/13/2021,37203,1,24
2/13/2021,37203,2,23
2/13/2021,37204,1,35
2/13/2021,37204,2,53
2/13/2021,37205,1,67
2/13/2021,37205,2,169
2/13/2021,37206,1,39
2/13/2021,37206,2,36
2/13/2021,37207,1,72
2/13/2021,37207,2,108
2/13/2021,37208,1,11
2/13/2021,37208,2,36
2/13/2021,37209,1,50
2/13/2021,37209,2,63
2/13/2021,37210,1,13
2/13/2021,37210,2,18
2/13/2021,37211,1,112
2/13/2021,37211,2,121
2/13/2021,37212,1,25
2/13/2021,37212,2,47
2/13/2021,37213,2,1
2/13/2021,37214,1,64
2/13/2021,37214,2,57
2/13/2021,37215,1,55
2/13/2021,37215,2,154
2/13/2021,37216,1,36
2/13/2021,37216,2,32
2/13/2021,37217,1,34
2/13/2021,37217,2,48
2/13/2021,37218,1,41
2/13/2021,37218,2,121
2/13/2021,37219,1,1
2/13/2021,37219,2,1
2/13/2021,37220,1,19
2/13/2021,37220,2,36
2/13/2021,37221,1,102
2/13/2021,37221,2,148
2/13/2021,37228,1,1
2/13/2021,37228,2,8
2/14/2021,,1,17
2/14/2021,,2,3
2/14/2021,37013,1,40
2/14/2021,37013,2,46
2/14/2021,37072,1,48
2/14/2021,37072,2,16
2/14/2021,37076,1,26
2/14/2021,37076,2,33
2/14/2021,37080,1,10
2/14/2021,37080,2,11
2/14/2021,37115,1,32
2/14/2021,37115,2,18
2/14/2021,37138,1,24
2/14/2021,37138,2,14
2/14/2021,37189,1,1
2/14/2021,37189,2,4
2/14/2021,37203,1,6
2/14/2021,37203,2,17
2/14/2021,37204,1,15
2/14/2021,37204,2,12
2/14/2021,37205,1,49
2/14/2021,37205,2,95
2/14/2021,37206,1,31
2/14/2021,37206,2,18
2/14/2021,37207,1,36
2/14/2021,37207,2,28
2/14/2021,37208,1,7
2/14/2021,37208,2,6
2/14/2021,37209,1,26
2/14/2021,37209,2,35
2/14/2021,37210,1,14
2/14/2021,37210,2,7
2/14/2021,37211,1,39
2/14/2021,37211,2,51
2/14/2021,37212,1,25
2/14/2021,37212,2,18
2/14/2021,37213,2,1
2/14/2021,37214,1,30
2/14/2021,37214,2,34
2/14/2021,37215,1,28
2/14/2021,37215,2,84
2/14/2021,37216,1,25
2/14/2021,37216,2,15
2/14/2021,37217,1,22
2/14/2021,37217,2,13
2/14/2021,37218,1,29
2/14/2021,37218,2,17
2/14/2021,37219,1,1
2/14/2021,37219,2,2
2/14/2021,37220,1,12
2/14/2021,37220,2,9
2/14/2021,37221,1,43
2/14/2021,37221,2,75
2/14/2021,37228,1,1
2/14/2021,37228,2,3
2/15/2021,,1,3
2/15/2021,,2,1
2/15/2021,37013,1,11
2/15/2021,37013,2,1
2/15/2021,37072,1,1
2/15/2021,37076,1,1
2/15/2021,37076,2,1
2/15/2021,37115,1,1
2/15/2021,37115,2,2
2/15/2021,37138,1,5
2/15/2021,37203,1,3
2/15/2021,37203,2,2
2/15/2021,37204,1,6
2/15/2021,37204,2,1
2/15/2021,37205,1,4
2/15/2021,37206,1,5
2/15/2021,37206,2,2
2/15/2021,37207,1,3
2/15/2021,37207,2,1
2/15/2021,37209,1,3
2/15/2021,37209,2,5
2/15/2021,37211,1,15
2/15/2021,37211,2,4
2/15/2021,37212,2,3
2/15/2021,37213,1,1
2/15/2021,37214,1,2
2/15/2021,37214,2,1
2/15/2021,37215,1,12
2/15/2021,37215,2,1
2/15/2021,37216,1,1
2/15/2021,37216,2,1
2/15/2021,37217,1,1
2/15/2021,37217,2,2
2/15/2021,37218,1,1
2/15/2021,37218,2,2
2/15/2021,37220,1,1
2/15/2021,37220,2,1
2/15/2021,37221,1,4
2/15/2021,37221,2,3
2/16/2021,,1,12
2/16/2021,,2,1
2/16/2021,37013,1,8
2/16/2021,37013,2,7
2/16/2021,37072,1,5
2/16/2021,37072,2,1
2/16/2021,37076,2,3
2/16/2021,37115,1,7
2/16/2021,37115,2,3
2/16/2021,37138,1,6
2/16/2021,37138,2,4
2/16/2021,37189,1,1
2/16/2021,37201,1,1
2/16/2021,37203,1,5
2/16/2021,37203,2,1
2/16/2021,37204,1,2
2/16/2021,37204,2,2
2/16/2021,37205,1,11
2/16/2021,37205,2,2
2/16/2021,37206,1,6
2/16/2021,37206,2,1
2/16/2021,37207,1,11
2/16/2021,37207,2,2
2/16/2021,37208,1,1
2/16/2021,37208,2,6
2/16/2021,37209,1,2
2/16/2021,37209,2,1
2/16/2021,37210,1,1
2/16/2021,37211,1,6
2/16/2021,37211,2,3
2/16/2021,37212,1,9
2/16/2021,37212,2,2
2/16/2021,37214,1,4
2/16/2021,37214,2,2
2/16/2021,37215,1,11
2/16/2021,37215,2,3
2/16/2021,37216,1,5
2/16/2021,37217,1,1
2/16/2021,37217,2,1
2/16/2021,37218,1,2
2/16/2021,37218,2,1
2/16/2021,37219,1,1
2/16/2021,37220,2,1
2/16/2021,37221,1,2
2/16/2021,37221,2,1
2/17/2021,,1,16
2/17/2021,,2,4
2/17/2021,37013,1,36
2/17/2021,37013,2,17
2/17/2021,37027,1,2
2/17/2021,37072,1,21
2/17/2021,37072,2,8
2/17/2021,37076,1,46
2/17/2021,37076,2,5
2/17/2021,37080,1,2
2/17/2021,37080,2,5
2/17/2021,37115,1,36
2/17/2021,37115,2,10
2/17/2021,37138,1,51
2/17/2021,37138,2,35
2/17/2021,37189,1,5
2/17/2021,37201,1,1
2/17/2021,37203,1,186
2/17/2021,37203,2,8
2/17/2021,37204,1,13
2/17/2021,37204,2,8
2/17/2021,37205,1,35
2/17/2021,37205,2,27
2/17/2021,37206,1,27
2/17/2021,37206,2,6
2/17/2021,37207,1,29
2/17/2021,37207,2,9
2/17/2021,37208,1,49
2/17/2021,37208,2,3
2/17/2021,37209,1,27
2/17/2021,37209,2,16
2/17/2021,37210,1,6
2/17/2021,37210,2,1
2/17/2021,37211,1,35
2/17/2021,37211,2,22
2/17/2021,37212,1,15
2/17/2021,37212,2,5
2/17/2021,37214,1,11
2/17/2021,37214,2,7
2/17/2021,37215,1,33
2/17/2021,37215,2,13
2/17/2021,37216,1,10
2/17/2021,37216,2,5
2/17/2021,37217,1,12
2/17/2021,37217,2,3
2/17/2021,37218,1,28
2/17/2021,37218,2,3
2/17/2021,37220,1,11
2/17/2021,37220,2,8
2/17/2021,37221,1,34
2/17/2021,37221,2,30
2/17/2021,37228,1,5
2/18/2021,,1,2
2/18/2021,,2,3
2/18/2021,37072,1,16
2/18/2021,37072,2,48
2/18/2021,37076,1,5
2/18/2021,37076,2,2
2/18/2021,37080,1,1
2/18/2021,37115,1,16
2/18/2021,37138,1,2
2/18/2021,37189,1,1
2/18/2021,37189,2,3
2/18/2021,37203,1,3
2/18/2021,37204,1,1
2/18/2021,37205,1,11
2/18/2021,37205,2,1
2/18/2021,37206,1,3
2/18/2021,37207,1,12
2/18/2021,37207,2,2
2/18/2021,37208,1,2
2/18/2021,37209,1,5
2/18/2021,37209,2,3
2/18/2021,37210,1,1
2/18/2021,37210,2,1
2/18/2021,37211,1,6
2/18/2021,37211,2,1
2/18/2021,37212,1,2
2/18/2021,37212,2,1
2/18/2021,37214,1,2
2/18/2021,37215,1,1
2/18/2021,37215,2,5
2/18/2021,37216,1,5
2/18/2021,37217,2,1
2/18/2021,37218,1,3
2/18/2021,37219,1,1
2/18/2021,37220,1,3
2/18/2021,37221,1,2
2/18/2021,37221,2,3
2/19/2021,,1,3
2/19/2021,,2,13
2/19/2021,37013,1,40
2/19/2021,37013,2,25
2/19/2021,37072,1,25
2/19/2021,37072,2,19
2/19/2021,37076,1,23
2/19/2021,37076,2,25
2/19/2021,37080,1,5
2/19/2021,37080,2,1
2/19/2021,37115,1,25
2/19/2021,37115,2,7
2/19/2021,37138,1,24
2/19/2021,37138,2,26
2/19/2021,37189,1,2
2/19/2021,37201,1,1
2/19/2021,37201,2,2
2/19/2021,37203,1,13
2/19/2021,37203,2,5
2/19/2021,37204,1,12
2/19/2021,37204,2,19
2/19/2021,37205,1,34
2/19/2021,37205,2,59
2/19/2021,37206,1,12
2/19/2021,37206,2,12
2/19/2021,37207,1,33
2/19/2021,37207,2,8
2/19/2021,37208,1,7
2/19/2021,37208,2,4
2/19/2021,37209,1,13
2/19/2021,37209,2,15
2/19/2021,37210,1,7
2/19/2021,37210,2,6
2/19/2021,37211,1,22
2/19/2021,37211,2,42
2/19/2021,37212,1,9
2/19/2021,37212,2,17
2/19/2021,37214,1,12
2/19/2021,37214,2,15
2/19/2021,37215,1,25
2/19/2021,37215,2,140
2/19/2021,37216,1,14
2/19/2021,37216,2,6
2/19/2021,37217,1,15
2/19/2021,37217,2,9
2/19/2021,37218,1,9
2/19/2021,37218,2,6
2/19/2021,37219,1,1
2/19/2021,37220,1,5
2/19/2021,37220,2,1
2/19/2021,37221,1,28
2/19/2021,37221,2,46
2/20/2021,,1,14
2/20/2021,,2,32
2/20/2021,37013,1,107
2/20/2021,37013,2,84
2/20/2021,37027,1,2
2/20/2021,37027,2,1
2/20/2021,37072,1,44
2/20/2021,37072,2,71
2/20/2021,37076,1,67
2/20/2021,37076,2,86
2/20/2021,37080,1,7
2/20/2021,37080,2,13
2/20/2021,37115,1,72
2/20/2021,37115,2,160
2/20/2021,37138,1,53
2/20/2021,37138,2,46
2/20/2021,37189,1,4
2/20/2021,37189,2,8
2/20/2021,37201,1,2
2/20/2021,37201,2,1
2/20/2021,37203,1,27
2/20/2021,37203,2,38
2/20/2021,37204,1,53
2/20/2021,37204,2,51
2/20/2021,37205,1,118
2/20/2021,37205,2,207
2/20/2021,37206,1,69
2/20/2021,37206,2,42
2/20/2021,37207,1,75
2/20/2021,37207,2,48
2/20/2021,37208,1,26
2/20/2021,37208,2,13
2/20/2021,37209,1,107
2/20/2021,37209,2,78
2/20/2021,37210,1,10
2/20/2021,37210,2,13
2/20/2021,37211,1,147
2/20/2021,37211,2,138
2/20/2021,37212,1,44
2/20/2021,37212,2,67
2/20/2021,37214,1,78
2/20/2021,37214,2,68
2/20/2021,37215,1,97
2/20/2021,37215,2,167
2/20/2021,37216,1,47
2/20/2021,37216,2,31
2/20/2021,37217,1,22
2/20/2021,37217,2,35
2/20/2021,37218,1,29
2/20/2021,37218,2,28
2/20/2021,37219,1,4
2/20/2021,37219,2,3
2/20/2021,37220,1,40
2/20/2021,37220,2,52
2/20/2021,37221,1,144
2/20/2021,37221,2,208
2/20/2021,37228,2,3
2/21/2021,,1,22
2/21/2021,,2,6
2/21/2021,37013,1,110
2/21/2021,37013,2,62
2/21/2021,37027,1,5
2/21/2021,37069,1,2
2/21/2021,37072,1,44
2/21/2021,37072,2,42
2/21/2021,37076,1,79
2/21/2021,37076,2,56
2/21/2021,37080,1,17
2/21/2021,37080,2,12
2/21/2021,37115,1,64
2/21/2021,37115,2,41
2/21/2021,37138,1,49
2/21/2021,37138,2,43
2/21/2021,37189,1,12
2/21/2021,37189,2,5
2/21/2021,37201,1,2
2/21/2021,37203,1,38
2/21/2021,37203,2,10
2/21/2021,37204,1,45
2/21/2021,37204,2,30
2/21/2021,37205,1,96
2/21/2021,37205,2,109
2/21/2021,37206,1,65
2/21/2021,37206,2,38
2/21/2021,37207,1,50
2/21/2021,37207,2,28
2/21/2021,37208,1,29
2/21/2021,37208,2,18
2/21/2021,37209,1,98
2/21/2021,37209,2,43
2/21/2021,37210,1,11
2/21/2021,37210,2,12
2/21/2021,37211,1,154
2/21/2021,37211,2,94
2/21/2021,37212,1,53
2/21/2021,37212,2,30
2/21/2021,37213,1,1
2/21/2021,37214,1,73
2/21/2021,37214,2,47
2/21/2021,37215,1,87
2/21/2021,37215,2,113
2/21/2021,37216,1,40
2/21/2021,37216,2,21
2/21/2021,37217,1,34
2/21/2021,37217,2,23
2/21/2021,37218,1,19
2/21/2021,37218,2,27
2/21/2021,37219,1,7
2/21/2021,37219,2,3
2/21/2021,37220,1,44
2/21/2021,37220,2,24
2/21/2021,37221,1,183
2/21/2021,37221,2,108
2/21/2021,37228,1,1
2/21/2021,37228,2,2
2/22/2021,,1,30
2/22/2021,,2,66
2/22/2021,37013,1,137
2/22/2021,37013,2,137
2/22/2021,37027,1,1
2/22/2021,37027,2,4
2/22/2021,37069,1,1
2/22/2021,37069,2,1
2/22/2021,37072,1,78
2/22/2021,37072,2,76
2/22/2021,37076,1,81
2/22/2021,37076,2,55
2/22/2021,37080,1,23
2/22/2021,37080,2,12
2/22/2021,37115,1,55
2/22/2021,37115,2,43
2/22/2021,37138,1,82
2/22/2021,37138,2,75
2/22/2021,37189,1,11
2/22/2021,37189,2,2
2/22/2021,37201,1,4
2/22/2021,37201,2,3
2/22/2021,37203,1,34
2/22/2021,37203,2,20
2/22/2021,37204,1,55
2/22/2021,37204,2,20
2/22/2021,37205,1,141
2/22/2021,37205,2,114
2/22/2021,37206,1,63
2/22/2021,37206,2,46
2/22/2021,37207,1,78
2/22/2021,37207,2,43
2/22/2021,37208,1,32
2/22/2021,37208,2,39
2/22/2021,37209,1,96
2/22/2021,37209,2,67
2/22/2021,37210,1,20
2/22/2021,37210,2,14
2/22/2021,37211,1,138
2/22/2021,37211,2,111
2/22/2021,37212,1,32
2/22/2021,37212,2,25
2/22/2021,37214,1,67
2/22/2021,37214,2,53
2/22/2021,37215,1,112
2/22/2021,37215,2,73
2/22/2021,37216,1,58
2/22/2021,37216,2,24
2/22/2021,37217,1,55
2/22/2021,37217,2,44
2/22/2021,37218,1,37
2/22/2021,37218,2,32
2/22/2021,37219,1,4
2/22/2021,37220,1,35
2/22/2021,37220,2,20
2/22/2021,37221,1,174
2/22/2021,37221,2,123
2/22/2021,37228,1,2
2/22/2021,37228,2,2
2/23/2021,,1,36
2/23/2021,,2,57
2/23/2021,37013,1,140
2/23/2021,37013,2,198
