Year,State,Value,LastReportedDate,
2014,Tennessee,3.3000,2019-11-08
2015,Tennessee,3.2000,2019-11-08
2016,Tennessee,3.0000,2019-11-08
2017,Tennessee,3.0000,2019-11-08

