State,Year,Facility Type,Value Type,Value,LastReportedDate,
Tennessee,2016,Prison,Returns,2314.0000,2018-05-17 00:00:00.0000000
Tennessee,2016,Total,Recidivism Rate,.4710,2018-05-17 00:00:00.0000000
Tennessee,2016,Total,Releases,17397.0000,2018-05-17 00:00:00.0000000
Tennessee,2016,Total,Returns,8194.0000,2018-05-17 00:00:00.0000000
Tennessee,2017,Jail,Recidivism Rate,.5090,2018-05-17 00:00:00.0000000
Tennessee,2017,Jail,Releases,10664.0000,2018-05-17 00:00:00.0000000
Tennessee,2017,Jail,Returns,5428.0000,2018-05-17 00:00:00.0000000
Tennessee,2017,Prison,Recidivism Rate,.4062,2018-05-17 00:00:00.0000000
Tennessee,2017,Prison,Releases,5903.0000,2018-05-17 00:00:00.0000000
Tennessee,2017,Prison,Returns,2398.0000,2018-05-17 00:00:00.0000000
Tennessee,2017,Total,Recidivism Rate,.4724,2018-05-17 00:00:00.0000000
Tennessee,2017,Total,Releases,16567.0000,2018-05-17 00:00:00.0000000
Tennessee,2017,Total,Returns,7826.0000,2018-05-17 00:00:00.0000000

