address,vicinity,name,type
"2806 Smith Springs Rd, Nashville","2806 Smith Springs Road, Nashville",Dollar Tree,"['grocery_or_supermarket', 'furniture_store', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment']"
"2806 Smith Springs Rd, Nashville","2806 Smith Springs Road, Nashville",higi,"['health', 'point_of_interest', 'establishment']"
"2806 Smith Springs Rd, Nashville","2806 Smith Springs Road, Nashville",Ed's Fish House,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"1302 Dickerson Pike, Nashville","1302 Dickerson Pike, Nashville",A & J Auto Sale & Repair Llc.,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"3 City Ave, Nashville","3 City Avenue, Nashville",C1TY BLOX,"['point_of_interest', 'establishment']"
"3 City Ave, Nashville","3 City Avenue, Nashville",Avocado Mural,"['tourist_attraction', 'point_of_interest', 'establishment']"
"3 City Ave, Nashville","3 City Avenue #500, Nashville",SandBar Nashville,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"3 City Ave, Nashville","3 City Avenue #700, Nashville",KOKOS® Ice Cream Scoop Shop OneC1TY,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"615 Gallatin Pike N, Madison","615 Gallatin Pike North, Madison",Enterprise Rent-A-Car,"['car_rental', 'point_of_interest', 'establishment']"
"5705 Charlotte Ave, Nashville","5705 Charlotte Pike, Nashville",higi,"['health', 'point_of_interest', 'establishment']"
"5705 Charlotte Ave, Nashville","5705 Charlotte Pike Ave, Nashville",Kroger Fuel Center,"['gas_station', 'point_of_interest', 'establishment']"
"5705 Charlotte Ave, Nashville","5705 Charlotte Pike, Nashville",KeyMe,"['locksmith', 'point_of_interest', 'establishment']"
"2800 Nolensville Pike, Nashville","2800 Nolensville Pike, Nashville",7-ELEVEN 41083,"['gas_station', 'point_of_interest', 'establishment']"
"4145 Lebanon Pike, Hermitage","4145 Lebanon Pike, Hermitage",Redbox,"['movie_rental', 'point_of_interest', 'store', 'establishment']"
"4145 Lebanon Pike, Hermitage","4145 Lebanon Pike, Hermitage",Thorntons,"['convenience_store', 'atm', 'gas_station', 'bakery', 'finance', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"4145 Lebanon Pike, Hermitage","4145 Lebanon Pike, Hermitage",PNC Bank ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"4705 Harding Pike, Nashville","4705 Harding Pike, Nashville",Belle Meade City Hall,"['police', 'point_of_interest', 'establishment']"
"4705 Harding Pike, Nashville","4705 Harding Pike, Nashville",Voting at Belle Meade City Hall,"['point_of_interest', 'establishment']"
"7320 Centennial Blvd, Nashville","7320 Centennial Boulevard, Nashville",Waste Industries,"['point_of_interest', 'establishment']"
"217 Largo Dr, Nan","217 Largo Drive, Nashville",Twisted Sound Records,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"217 Largo Dr, Nan","217 Largo Drive, Nashville",Hooters,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"3210 Nolensville Pike, Nashville","3210 Nolensville Pike, Nashville",UPS Access Point location,"['point_of_interest', 'establishment']"
"3210 Nolensville Pike, Nashville","3210 Nolensville Pike, Nashville",Advance Auto Parts,"['car_repair', 'point_of_interest', 'store', 'establishment']"
"101 Broadway, Nashville","101 Broadway, Nashville",Acme Feed & Seed,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"101 Broadway, Nashville","101 Broadway, Nashville",Acme Farm Supply Building,"['point_of_interest', 'establishment']"
"101 Broadway, Nashville","101 Broadway, Nashville",Acme Radio Live,"['point_of_interest', 'establishment']"
"101 Broadway, Nashville","101 1st Avenue South, Nashville",LibertyX Bitcoin ATM,"['atm', 'finance', 'point_of_interest', 'store', 'establishment']"
"7630 Hwy 70 S, Nashville","7630 Highway 70 South Suite 302, Nashville",The Joint Chiropractic,"['health', 'point_of_interest', 'establishment']"
"7630 Hwy 70 S, Nashville","7630 Highway 70 South Suite 304, Nashville",Lapels Dry Cleaning,"['laundry', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"7630 Hwy 70 S, Nashville","7630 Highway 70 South #305, Nashville",Sport Clips Haircuts of Nashville - Bellevue,"['hair_care', 'health', 'point_of_interest', 'establishment']"
"7630 Hwy 70 S, Nashville","7630 Highway 70 South #303, Nashville",Nail Time & Spa Inc by Hollywood Nails-Bellevue TN,"['beauty_salon', 'point_of_interest', 'establishment']"
"1416 4th Ave N, Nashville","1416 4th Avenue North, Nashville",Butchertown Hall,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"1416 4th Ave N, Nashville","1416 5th Avenue North, Nashville",re,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"600 James Robertson Pkwy, Nashville","600 James Robertson Parkway, Nashville",Bicentennial Capitol Mall State Park,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']"
"714 Stewarts Ferry Pike, Nashville","714 Stewarts Ferry Pike, Nashville",PNC Bank ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"714 Stewarts Ferry Pike, Nashville","714 Stewarts Ferry Pike, Nashville",Thorntons,"['convenience_store', 'atm', 'gas_station', 'bakery', 'finance', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"714 Stewarts Ferry Pike, Nashville","714 Stewarts Ferry Pike, Nashville",Redbox,"['movie_rental', 'point_of_interest', 'store', 'establishment']"
"4900 Linbar Dr, Nashville","4900 Linbar Drive, Nashville",Phillips 66,"['gas_station', 'point_of_interest', 'establishment']"
"4900 Linbar Dr, Nashville","4900 Linbar Drive, Nashville",ATM (Express Mart),"['atm', 'finance', 'point_of_interest', 'establishment']"
"4900 Linbar Dr, Nashville","4900 Linbar Drive, Nashville",Smoke & Save,"['point_of_interest', 'store', 'establishment']"
"4900 Linbar Dr, Nashville","4900 Linbar Drive, Nashville",ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"4900 Linbar Dr, Nashville","4900 Linbar Drive, Nashville",Express Mart,"['atm', 'finance', 'car_repair', 'point_of_interest', 'store', 'establishment']"
"465 Donelson Pike, Nashville","465 Donelson Pike, Nashville",MAPCO Mart,"['gas_station', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
"465 Donelson Pike, Nashville","465 Donelson Pike, Nashville",ATM (Mapco Express),"['atm', 'finance', 'point_of_interest', 'establishment']"
"3025 Owen Dr, Antioch","3025 Owen Drive, Antioch",Buy Floors Direct - Antioch,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"3501 Charlotte Ave, Nashville","3501 Charlotte Avenue, Nashville",Musicville Lounge,"['cafe', 'food', 'point_of_interest', 'establishment']"
"3501 Charlotte Ave, Nashville","3501 Charlotte Avenue, Nashville",West End Motors Inc,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
"301 Church St, Nashville","301 Church Street, Nashville","Results Physiotherapy Nashville, TN-Downtown","['physiotherapist', 'health', 'point_of_interest', 'establishment']"
"301 Church St, Nashville","301 Church Street, Nashville",Music Valley Medical,"['health', 'point_of_interest', 'establishment']"
"301 Church St, Nashville","301 Church Street, Nashville",Complete Health Partners at 3rd & Church,"['doctor', 'health', 'point_of_interest', 'establishment']"
"2117 Belcourt Ave, Nashville","2117 Belcourt Avenue, Nashville",Belcourt Taps,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"2618 Gallatin Pike, Nashville","2618 Gallatin Pike, Nashville",Brothers Auto Transport,"['moving_company', 'point_of_interest', 'establishment']"
"2618 Gallatin Pike, Nashville","2618 Gallatin Pike, Nashville",Tactile Therapies,"['point_of_interest', 'establishment']"
"2618 Gallatin Pike, Nashville","2618 Gallatin Pike, Nashville",Well Health & Chiropractic East Nashville,"['health', 'point_of_interest', 'establishment']"
"2577 Murfreesboro Pike, Nashville","2577 Murfreesboro Pike, Nashville",Valvoline Instant Oil Change,"['car_repair', 'point_of_interest', 'establishment']"
"2121 Blakemore Ave, Nashville","2121 Blakemore Avenue, Nashville",Muay Thai Tacos,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2121 Blakemore Ave, Nashville","2121 Blakemore Avenue, Nashville",Bank of America Mortgage,"['finance', 'point_of_interest', 'establishment']"
"2121 Blakemore Ave, Nashville","2121 Blakemore Avenue, Nashville",Bank of America ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"122 Powell Pl, Nashville","122 Powell Place, Nashville",Ja Biztown,"['point_of_interest', 'establishment']"
"3536 Murfreesboro Pike, Antioch","3536 Murfreesboro Pike, Antioch",Workout Anytime Antioch,"['gym', 'health', 'point_of_interest', 'establishment']"
"3126 Long Hollow Pike, Nan","3126 Long Hollow Pike, Hendersonville",Beech High School,"['school', 'secondary_school', 'point_of_interest', 'establishment']"
"5101 Nolensville Pike, Nashville","5101 Nolensville Pike, Nashville",Zacks Express,"['convenience_store', 'gas_station', 'food', 'point_of_interest', 'store', 'establishment']"
"5101 Nolensville Pike, Nashville","5101 Nolensville Pike, Nashville",MetaBank ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"740 Cool Springs Blvd, Nan","740 Cool Springs Boulevard, Franklin",Gastroenterologist,"['doctor', 'health', 'point_of_interest', 'establishment']"
"740 Cool Springs Blvd, Nan","740 Cool Springs Boulevard ste 215, Franklin",Johnson & Hayes Physical Therapists,"['physiotherapist', 'health', 'point_of_interest', 'establishment']"
"740 Cool Springs Blvd, Nan","740 Cool Springs Boulevard #120, Franklin","Roy P. Burch, MD","['doctor', 'health', 'point_of_interest', 'establishment']"
"740 Cool Springs Blvd, Nan","740 Cool Springs Boulevard Suite 100, Franklin",Sheats Endodontic Group,"['dentist', 'health', 'point_of_interest', 'establishment']"
"740 Cool Springs Blvd, Nan","740 Cool Springs Boulevard #210, Franklin","Franklin Gastroenterology, PLLC","['doctor', 'health', 'point_of_interest', 'establishment']"
"704 Thompson Ln, Nashville","704 Thompson Lane, Nashville",England's Hair Design,"['beauty_salon', 'point_of_interest', 'establishment']"
"511d Union St, Nashville","511 Union Street, Nashville",Utilize Health,"['doctor', 'health', 'point_of_interest', 'establishment']"
"511d Union St, Nashville","511 Union Street Suite 2700, Nashville",Ames Davis,"['lawyer', 'point_of_interest', 'establishment']"
"511d Union St, Nashville","511 Union Street #1530, Nashville",JohnsonPossKirby Government Relations,"['point_of_interest', 'establishment']"
"511d Union St, Nashville","511 Union Street Suite 2700, Nashville",M. Sean Sullivan,"['lawyer', 'accounting', 'finance', 'point_of_interest', 'establishment']"
"511d Union St, Nashville","511 Union Street Suite 720, Nashville",The Governor’s Foundation for Health and Wellness,"['point_of_interest', 'establishment']"
"347 E Main St, Nan","347 East Main Street, Hohenwald",Lewis County Senior Citizens,"['point_of_interest', 'establishment']"
"655 Colice Jeanne Rd, Nashville","655 Colice Jeanne Road, Nashville",Bellevue Middle School,"['secondary_school', 'school', 'point_of_interest', 'establishment']"
"655 Colice Jeanne Rd, Nashville","655 Colice Jeanne Road, Nashville",LifeStory Church Nashville,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"655 Colice Jeanne Rd, Nashville","655 Colice Jeanne Road, Nashville",Sb school,"['school', 'point_of_interest', 'establishment']"
"655 Colice Jeanne Rd, Nashville","655 Colice Jeanne Road, Nashville",Bellevue Steelers,"['point_of_interest', 'establishment']"
"201 Glenrose Ave, Nashville","201 Glenrose Avenue, Nashville",Phillips 66,"['gas_station', 'point_of_interest', 'establishment']"
"201 Glenrose Ave, Nashville","201 Glenrose Avenue, Nashville",Buy N Save Market Inc,"['gas_station', 'grocery_or_supermarket', 'car_repair', 'food', 'point_of_interest', 'store', 'establishment']"
"201 Glenrose Ave, Nashville","201 Glenrose Avenue, Nashville",ATM (Glenrose Phillips 66),"['atm', 'finance', 'car_repair', 'point_of_interest', 'establishment']"
"476 Bell Rd, Nashville","476 Bell Road, Nashville",Sheger Travel,"['travel_agency', 'point_of_interest', 'establishment']"
"476 Bell Rd, Nashville","476 Bell Road, Nashville",FIELDHOUSE SPORTS Barbershop,"['hair_care', 'health', 'point_of_interest', 'establishment']"
"476 Bell Rd, Nashville","476 Bell Road # A, Nashville",Bell Discount Tobacco,"['point_of_interest', 'store', 'establishment']"
"6720 Nolensville Pike, Brentwood","6720 Nolensville Pike, Brentwood",McDonald's,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"600 Ermac Dr, Nashville","600 Ermac Drive, Nashville",Alexis Inn and Suites Nashville,"['lodging', 'point_of_interest', 'establishment']"
"1461 Bell Rd, Nashville","1461 Bell Road, Nashville",Dollar General,"['grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment']"
"1796 Galleria Blvd, Nan","1796 Galleria Boulevard, Franklin",Dillard's,"['department_store', 'shoe_store', 'home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"1796 Galleria Blvd, Nan","1796 Galleria Boulevard, Franklin",BCBGMAXAZRIA at Dillard's,"['clothing_store', 'shoe_store', 'point_of_interest', 'store', 'establishment']"
"3956 Blaze Dr, Nan","3956 Blaze Drive, Murfreesboro",Blackman High School,"['secondary_school', 'school', 'point_of_interest', 'establishment']"
"3956 Blaze Dr, Nan","3956 Blaze Drive, Murfreesboro",Blackman Auditorium,"['school', 'point_of_interest', 'establishment']"
"149 Barker Rd, Nashville","149 Barker Road, Nashville",Pampered Pets,"['point_of_interest', 'establishment']"
"149 Barker Rd, Nashville","149 Barker Road, Nashville",Hidden Acres Farm,"['point_of_interest', 'establishment']"
"5000B Old Hickory Blvd, Hermitage","5000 Old Hickory Boulevard, Hermitage",Famous Dave's Bar-B-Que,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"1512 US-431, Nashville","1512 Broadway, Nashville",Nashville Subaru,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
"111 17th Ave S, Nashville","111 17th Avenue South, Nashville",SkyHouse Nashville,"['point_of_interest', 'establishment']"
"111 17th Ave S, Nashville","111 17th Avenue South, Nashville",Christian Powell Web Design,"['point_of_interest', 'establishment']"
"5705 Charlotte Ave, Nan","5705 Charlotte Pike, Nashville",higi,"['health', 'point_of_interest', 'establishment']"
"5705 Charlotte Ave, Nan","5705 Charlotte Pike Ave, Nashville",Kroger Fuel Center,"['gas_station', 'point_of_interest', 'establishment']"
"5705 Charlotte Ave, Nan","5705 Charlotte Pike, Nashville",KeyMe,"['locksmith', 'point_of_interest', 'establishment']"
"536 Thompson Ln, Nashville","536 Thompson Lane, Nashville",The Eastern Peak - Thompson Lane,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"536 Thompson Ln, Nashville","536 Thompson Lane, Nashville",American Health Associates,"['doctor', 'health', 'point_of_interest', 'establishment']"
"2262 Lebanon Pike, Nashville","2262 Lebanon Pike, Nashville",T-Mobile,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
"225 Jackson Meadows Dr, Hermitage","225 Jackson Meadows Drive, Hermitage",Hermitage Hills Day School,"['school', 'point_of_interest', 'establishment']"
"225 Jackson Meadows Dr, Hermitage","225 Jackson Meadows Drive, Hermitage",Kid's First Kiddie College,"['university', 'point_of_interest', 'establishment']"
"5121 Greer Rd, Nan","5121 Greer Road, Goodlettsville",StoneRidge Health Care,"['health', 'point_of_interest', 'establishment']"
"1313A Woodland St, Nashville","1313 Woodland Street, Nashville",Cinco De Mayo Mexican Restaurant | East Nashville,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"340 Harding Pl, Nashville","340 Harding Place, Nashville",TIGERMARKET #239,"['gas_station', 'point_of_interest', 'establishment']"
"340 Harding Pl, Nashville","340 Harding Place, Nashville",ATM (Exxon Tigermarket),"['atm', 'finance', 'point_of_interest', 'establishment']"
