Year,CountyName,Unit,Value,LastReportedDate,
2016,Bedford, ACRES HARVESTED,14800,2019-04-02
2016,Bedford, PRODUCTION, MEASURED IN BU,665000,2019-04-02
2016,Bledsoe, ACRES HARVESTED,2100,2019-04-02
2016,Bledsoe, PRODUCTION, MEASURED IN BU,70000,2019-04-02
2016,Blount, ACRES HARVESTED,4700,2019-04-02
2016,Blount, PRODUCTION, MEASURED IN BU,165000,2019-04-02
2016,Bradley, ACRES HARVESTED,2400,2019-04-02
2016,Bradley, PRODUCTION, MEASURED IN BU,48000,2019-04-02
2016,Cannon, ACRES HARVESTED,9100,2019-04-02
2016,Cannon, PRODUCTION, MEASURED IN BU,490000,2019-04-02
2016,Carroll, ACRES HARVESTED,38300,2019-04-02
2016,Carroll, PRODUCTION, MEASURED IN BU,1800000,2019-04-02
2016,Cheatham, ACRES HARVESTED,4000,2019-04-02
2016,Cheatham, PRODUCTION, MEASURED IN BU,155000,2019-04-02
2016,Chester, ACRES HARVESTED,16800,2019-04-02
2016,Chester, PRODUCTION, MEASURED IN BU,760000,2019-04-02
2016,Cocke, ACRES HARVESTED,2500,2019-04-02
2016,Cocke, PRODUCTION, MEASURED IN BU,105000,2019-04-02
2016,Coffee, ACRES HARVESTED,31100,2019-04-02
2016,Coffee, PRODUCTION, MEASURED IN BU,1414000,2019-04-02
2016,Crockett, ACRES HARVESTED,60000,2019-04-02
2016,Crockett, PRODUCTION, MEASURED IN BU,2850000,2019-04-02
2016,Dyer, ACRES HARVESTED,133000,2019-04-02
2016,Dyer, PRODUCTION, MEASURED IN BU,6200000,2019-04-02
2016,Fayette, ACRES HARVESTED,59500,2019-04-02
2016,Fayette, PRODUCTION, MEASURED IN BU,2600000,2019-04-02
2016,Fentress, ACRES HARVESTED,700,2019-04-02
2016,Fentress, PRODUCTION, MEASURED IN BU,29500,2019-04-02
2016,Franklin, ACRES HARVESTED,26200,2019-04-02
2016,Franklin, PRODUCTION, MEASURED IN BU,1150000,2019-04-02
2016,Gibson, ACRES HARVESTED,117000,2019-04-02
2016,Gibson, PRODUCTION, MEASURED IN BU,5250000,2019-04-02
2016,Giles, ACRES HARVESTED,13700,2019-04-02
2016,Giles, PRODUCTION, MEASURED IN BU,680000,2019-04-02
2016,Greene, ACRES HARVESTED,2550,2019-04-02
2016,Greene, PRODUCTION, MEASURED IN BU,97000,2019-04-02
2016,Grundy, ACRES HARVESTED,2800,2019-04-02
2016,Grundy, PRODUCTION, MEASURED IN BU,99000,2019-04-02
2016,Hardeman, ACRES HARVESTED,30500,2019-04-02
2016,Hardeman, PRODUCTION, MEASURED IN BU,1250000,2019-04-02
2016,Hardin, ACRES HARVESTED,26600,2019-04-02
2016,Hardin, PRODUCTION, MEASURED IN BU,1050000,2019-04-02
2016,Hawkins, ACRES HARVESTED,400,2019-04-02
2016,Hawkins, PRODUCTION, MEASURED IN BU,17000,2019-04-02
2016,Haywood, ACRES HARVESTED,88000,2019-04-02
2016,Haywood, PRODUCTION, MEASURED IN BU,3980000,2019-04-02
2016,Henderson, ACRES HARVESTED,33000,2019-04-02
2016,Henderson, PRODUCTION, MEASURED IN BU,1500000,2019-04-02
2016,Henry, ACRES HARVESTED,47000,2019-04-02
2016,Henry, PRODUCTION, MEASURED IN BU,2280000,2019-04-02
2016,Humphreys, ACRES HARVESTED,7500,2019-04-02
2016,Humphreys, PRODUCTION, MEASURED IN BU,350000,2019-04-02
2016,Jefferson, ACRES HARVESTED,3000,2019-04-02
2016,Jefferson, PRODUCTION, MEASURED IN BU,147000,2019-04-02
2016,Lauderdale, ACRES HARVESTED,88000,2019-04-02
2016,Lauderdale, PRODUCTION, MEASURED IN BU,3950000,2019-04-02
2016,Lawrence, ACRES HARVESTED,27200,2019-04-02
2016,Lawrence, PRODUCTION, MEASURED IN BU,1350000,2019-04-02
2016,Lincoln, ACRES HARVESTED,21300,2019-04-02
2016,Lincoln, PRODUCTION, MEASURED IN BU,1020000,2019-04-02
2016,Macon, ACRES HARVESTED,5100,2019-04-02
2016,Macon, PRODUCTION, MEASURED IN BU,255000,2019-04-02
2016,Madison, ACRES HARVESTED,50200,2019-04-02
2016,Madison, PRODUCTION, MEASURED IN BU,2200000,2019-04-02
2016,Marshall, ACRES HARVESTED,8700,2019-04-02
2016,Marshall, PRODUCTION, MEASURED IN BU,383000,2019-04-02
2016,Maury, ACRES HARVESTED,13800,2019-04-02
2016,Maury, PRODUCTION, MEASURED IN BU,640000,2019-04-02
2016,McMinn, ACRES HARVESTED,7230,2019-04-02
2016,McMinn, PRODUCTION, MEASURED IN BU,235000,2019-04-02
2016,McNairy, ACRES HARVESTED,25500,2019-04-02
2016,McNairy, PRODUCTION, MEASURED IN BU,1050000,2019-04-02
2016,Monroe, ACRES HARVESTED,7100,2019-04-02
2016,Monroe, PRODUCTION, MEASURED IN BU,178000,2019-04-02
2016,Montgomery, ACRES HARVESTED,25000,2019-04-02
2016,Montgomery, PRODUCTION, MEASURED IN BU,1150000,2019-04-02
2016,Obion, ACRES HARVESTED,104000,2019-04-02
2016,Obion, PRODUCTION, MEASURED IN BU,4908000,2019-04-02
2016,Putnam, ACRES HARVESTED,2200,2019-04-02
2016,Putnam, PRODUCTION, MEASURED IN BU,113000,2019-04-02
2016,Robertson, ACRES HARVESTED,52200,2019-04-02
2016,Robertson, PRODUCTION, MEASURED IN BU,2480000,2019-04-02
2016,Rutherford, ACRES HARVESTED,12900,2019-04-02
2016,Rutherford, PRODUCTION, MEASURED IN BU,553000,2019-04-02
2016,Sequatchie, ACRES HARVESTED,1050,2019-04-02
2016,Sequatchie, PRODUCTION, MEASURED IN BU,37600,2019-04-02
2016,Stewart, ACRES HARVESTED,4200,2019-04-02
2016,Stewart, PRODUCTION, MEASURED IN BU,185000,2019-04-02
2016,Sumner, ACRES HARVESTED,17800,2019-04-02
2016,Sumner, PRODUCTION, MEASURED IN BU,855000,2019-04-02
2016,Tipton, ACRES HARVESTED,83500,2019-04-02
2016,Tipton, PRODUCTION, MEASURED IN BU,3500000,2019-04-02
2016,Trousdale, ACRES HARVESTED,2400,2019-04-02
2016,Trousdale, PRODUCTION, MEASURED IN BU,107000,2019-04-02
2016,Warren, ACRES HARVESTED,18700,2019-04-02
2016,Warren, PRODUCTION, MEASURED IN BU,820000,2019-04-02
2016,Washington, ACRES HARVESTED,1100,2019-04-02
2016,Washington, PRODUCTION, MEASURED IN BU,45000,2019-04-02
2016,Wayne, ACRES HARVESTED,5300,2019-04-02
2016,Wayne, PRODUCTION, MEASURED IN BU,204000,2019-04-02
2016,Weakley, ACRES HARVESTED,88500,2019-04-02
2016,Weakley, PRODUCTION, MEASURED IN BU,3860000,2019-04-02
2016,White, ACRES HARVESTED,4500,2019-04-02
2016,White, PRODUCTION, MEASURED IN BU,230000,2019-04-02
2016,Williamson, ACRES HARVESTED,6500,2019-04-02
2016,Williamson, PRODUCTION, MEASURED IN BU,320000,2019-04-02
2016,Wilson, ACRES HARVESTED,2900,2019-04-02
2016,Wilson, PRODUCTION, MEASURED IN BU,135000,2019-04-02

